2006d209_20h39m13s_Cont_mike_PKS2155-304.csv
This .csv file was written on, 2006-08-01, 13:48:51
Object, PKS2155-304 

System Data:
Centfreq, 12218.000000 
Bandwdth, 400.000000 
Focus, 7.890625 
Instrume, Total Power 

Calibration Data:
Tcal1, 13.300000 
Tcal2, 15.200000 
Hzperk1, 6292.328374 
Hzperk2, 5764.255743 
Hzkerr1, 0.808053 
Hzkerr2, 0.930089 
Tsys1, 98.062331 
Tsys2, 98.293136 
Tsyserr1, 0.106484 
Tsyserr2, 0.102435 
MJD_cent taken from center of on source scan is, 53944.858216
RA_cent taken from center of on source scan is, 329.823420
RA_mean averaged over center scan is, 329.824423
Dec Apparent 1st scan, -30.164918
Dec Apparent 2nd scan, -30.194786
Dec Apparent 3rd scan, nan
Hour Angle 1st scan, -47.417424
Hour Angle 2nd scan, -46.813748
Hour Angle 3rd scan, -46.206454

RA_apprn,LHC_Pl,RHC_Pl,RA_apprn,LHC_Pl,RHC_Pl,RA_apprn,LHC_Pl,RHC_Pl
-0.060719,0.149051,0.208263,-0.060481,0.119240,0.010847,-0.061611,0.095392,0.149689
-0.060384,0.170911,0.219110,-0.060834,0.141101,0.052066,-0.061276,0.093405,0.180061
-0.060050,0.190785,0.279853,-0.059812,0.121228,0.043388,-0.060942,0.125202,0.197416
-0.060403,0.182835,0.190908,-0.060165,0.127190,0.058574,-0.059921,0.141101,0.156197
-0.059382,0.149051,0.264667,-0.059831,0.083468,0.039049,-0.059587,0.143089,0.158367
-0.059047,0.176873,0.255990,-0.059497,0.123215,0.004339,-0.059252,0.101354,0.151858
-0.058713,0.139114,0.262498,-0.058475,0.111291,0.036880,-0.058917,0.121228,0.203924
-0.059067,0.147063,0.295039,-0.058828,0.115266,0.013016,-0.058584,0.131165,0.127995
-0.058045,0.137127,0.279853,-0.058494,0.123215,0.036880,-0.058250,0.139114,0.138842
-0.057711,0.166937,0.234296,-0.058160,0.099367,-0.039049,-0.057915,0.135139,0.147520
-0.058063,0.115266,0.229957,-0.057826,0.119240,0.062913,-0.057581,0.129177,0.190908
-0.057730,0.103342,0.249482,-0.057491,0.125202,0.058574,-0.057247,0.071544,0.182230
-0.057396,0.157000,0.271176,-0.057157,0.131165,0.017355,-0.056225,0.055646,0.154028
-0.056373,0.172899,0.238634,-0.056823,0.157000,0.008678,-0.055890,0.033785,0.210432
-0.056726,0.164949,0.258159,-0.056489,0.089430,0.049896,-0.055556,0.073532,0.186569
-0.056393,0.149051,0.234296,-0.056154,0.141101,0.039049,-0.055222,0.125202,0.114978
-0.056059,0.135139,0.266837,-0.055820,0.105329,0.021694,-0.054888,0.139114,0.164875
-0.055036,0.103342,0.284192,-0.054798,0.097380,0.047727,-0.054553,0.137127,0.167044
-0.054702,0.139114,0.271176,-0.054464,0.113278,0.075929,-0.054219,0.160975,0.201755
-0.054368,0.135139,0.279853,-0.054130,0.115266,0.091115,-0.053885,0.139114,0.197416
-0.054034,0.151038,0.236465,-0.053795,0.123215,0.052066,-0.053551,0.143089,0.180061
-0.053699,0.149051,0.266837,-0.053461,0.093405,0.026033,-0.053216,0.125202,0.214771
-0.053366,0.186810,0.249482,-0.053127,0.097380,0.086776,-0.052882,0.145076,0.173552
-0.053032,0.162962,0.275514,-0.052792,0.123215,0.093284,-0.052548,0.129177,0.190908
-0.052697,0.153025,0.260329,-0.052458,0.133152,0.127995,-0.052214,0.105329,0.177891
-0.052362,0.186810,0.279853,-0.052124,0.157000,0.058574,-0.051879,0.111291,0.160536
-0.052029,0.166937,0.295039,-0.051102,0.129177,0.045557,-0.051545,0.093405,0.182230
-0.051695,0.166937,0.282023,-0.051455,0.172899,0.086776,-0.051212,0.129177,0.190908
-0.050673,0.164949,0.308055,-0.050433,0.149051,0.091115,-0.050877,0.099367,0.175722
-0.050338,0.192772,0.327580,-0.050099,0.103342,0.054235,-0.050543,0.081481,0.164875
-0.050004,0.151038,0.277684,-0.049765,0.174886,0.028202,-0.050208,0.107316,0.171383
-0.049670,0.168924,0.242973,-0.049431,0.164949,0.054235,-0.049874,0.133152,0.180061
-0.049336,0.168924,0.338427,-0.049097,0.155013,0.086776,-0.049540,0.107316,0.184399
-0.049002,0.164949,0.245143,-0.048762,0.164949,0.082437,-0.049205,0.109304,0.160536
-0.048668,0.220595,0.282023,-0.048428,0.155013,0.110640,-0.048871,0.131165,0.199585
-0.048333,0.182835,0.321072,-0.048093,0.145076,0.065082,-0.048537,0.115266,0.151858
-0.047999,0.192772,0.260329,-0.047760,0.147063,0.106301,-0.048203,0.186810,0.143181
-0.047665,0.216620,0.279853,-0.047425,0.149051,0.088946,-0.047869,0.137127,0.180061
-0.047331,0.133152,0.308055,-0.047091,0.182835,0.078099,-0.047534,0.099367,0.154028
-0.046997,0.190785,0.303717,-0.046757,0.137127,0.134503,-0.047200,0.119240,0.193077
-0.046662,0.151038,0.290700,-0.046423,0.123215,0.123656,-0.046865,0.166937,0.160536
-0.046328,0.204696,0.295039,-0.046088,0.149051,0.104131,-0.046532,0.119240,0.223449
-0.045994,0.158987,0.297208,-0.045754,0.182835,0.093284,-0.046197,0.155013,0.156197
-0.045660,0.166937,0.310225,-0.045420,0.184823,0.060743,-0.045863,0.113278,0.138842
-0.045326,0.158987,0.240804,-0.045086,0.184823,0.062913,-0.045528,0.166937,0.214771
-0.044991,0.228544,0.305886,-0.044751,0.160975,0.095454,-0.045195,0.153025,0.169214
-0.044657,0.202709,0.349274,-0.044417,0.147063,0.117148,-0.044860,0.147063,0.212602
-0.044323,0.212645,0.290700,-0.044083,0.127190,0.080268,-0.044526,0.166937,0.206093
-0.043989,0.180848,0.262498,-0.043749,0.153025,0.049896,-0.044192,0.155013,0.214771
-0.043655,0.164949,0.269006,-0.043414,0.214633,0.082437,-0.043858,0.155013,0.154028
-0.043320,0.226557,0.275514,-0.043080,0.174886,0.047727,-0.043523,0.172899,0.197416
-0.042986,0.204696,0.301547,-0.043434,0.129177,0.143181,-0.043189,0.153025,0.229957
-0.042652,0.208671,0.301547,-0.042412,0.194759,0.088946,-0.042855,0.180848,0.212602
-0.042318,0.164949,0.264667,-0.042077,0.145076,0.075929,-0.042521,0.204696,0.188738
-0.041983,0.204696,0.295039,-0.041743,0.180848,0.121487,-0.042187,0.155013,0.149689
-0.041649,0.202709,0.292870,-0.042096,0.220595,0.039049,-0.041852,0.145076,0.169214
-0.041315,0.180848,0.301547,-0.041075,0.182835,0.073760,-0.041518,0.139114,0.190908
-0.040981,0.172899,0.266837,-0.040740,0.166937,0.112809,-0.041184,0.125202,0.169214
-0.040647,0.208671,0.269006,-0.041094,0.157000,0.080268,-0.040850,0.168924,0.184399
-0.040312,0.204696,0.251651,-0.040072,0.151038,0.084607,-0.040515,0.155013,0.186569
-0.039978,0.200721,0.290700,-0.039737,0.222582,0.095454,-0.040181,0.186810,0.238634
-0.040332,0.178861,0.308055,-0.039403,0.196747,0.125825,-0.039847,0.162962,0.242973
-0.039310,0.216620,0.282023,-0.039756,0.194759,0.071590,-0.039513,0.145076,0.197416
-0.038976,0.232519,0.269006,-0.039422,0.123215,-0.002169,-0.039178,0.178861,0.199585
-0.038641,0.182835,0.282023,-0.038400,0.212645,0.065082,-0.038844,0.139114,0.175722
-0.038995,0.166937,0.334088,-0.038066,0.172899,0.065082,-0.038510,0.174886,0.193077
-0.037973,0.246430,0.331919,-0.038419,0.252392,0.145350,-0.038176,0.162962,0.214771
-0.037639,0.190785,0.316733,-0.038085,0.178861,0.071590,-0.037841,0.178861,0.273345
-0.037305,0.172899,0.325411,-0.037751,0.236494,0.127995,-0.037507,0.176873,0.210432
-0.037658,0.186810,0.264667,-0.036729,0.192772,0.106301,-0.037173,0.145076,0.227787
-0.036637,0.200721,0.223449,-0.037082,0.184823,0.123656,-0.036839,0.174886,0.143181
-0.036302,0.188797,0.271176,-0.036748,0.168924,0.145350,-0.036504,0.208671,0.197416
-0.036655,0.214633,0.282023,-0.035726,0.220595,0.147520,-0.036170,0.135139,0.201755
-0.036321,0.202709,0.275514,-0.035391,0.208671,0.149689,-0.035836,0.200721,0.190908
-0.035987,0.202709,0.245143,-0.035745,0.200721,0.112809,-0.035502,0.262329,0.253820
-0.034965,0.192772,0.323241,-0.035411,0.204696,0.177891,-0.035855,0.184823,0.269006
-0.035318,0.196747,0.292870,-0.035077,0.188797,0.132334,-0.035521,0.178861,0.154028
-0.034984,0.246430,0.295039,-0.034742,0.147063,0.130164,-0.035187,0.164949,0.232126
-0.034651,0.182835,0.295039,-0.034408,0.234506,0.136672,-0.034852,0.196747,0.216940
-0.034316,0.180848,0.290700,-0.034074,0.172899,0.127995,-0.034518,0.208671,0.229957
-0.033982,0.218608,0.273345,-0.033739,0.166937,0.182230,-0.034184,0.226557,0.234296
-0.033648,0.170911,0.288531,-0.033405,0.248418,0.164875,-0.033850,0.190785,0.221279
-0.033314,0.184823,0.297208,-0.033071,0.186810,0.104131,-0.033515,0.254380,0.201755
-0.032979,0.232519,0.308055,-0.032737,0.192772,0.127995,-0.033181,0.208671,0.236465
-0.032645,0.240468,0.290700,-0.032402,0.222582,0.199585,-0.032847,0.204696,0.201755
-0.032311,0.240468,0.245143,-0.032068,0.208671,0.173552,-0.032513,0.216620,0.193077
-0.031977,0.176873,0.297208,-0.031734,0.168924,0.160536,-0.032178,0.230532,0.249482
-0.031642,0.228544,0.269006,-0.031400,0.244443,0.151858,-0.031844,0.226557,0.227787
-0.031308,0.172899,0.242973,-0.031065,0.230532,0.210432,-0.031511,0.186810,0.219110
-0.030974,0.242456,0.295039,-0.030731,0.234506,0.193077,-0.031176,0.234506,0.206093
-0.030640,0.176873,0.258159,-0.030397,0.212645,0.199585,-0.030842,0.208671,0.238634
-0.030305,0.214633,0.242973,-0.030062,0.270278,0.195246,-0.030507,0.232519,0.212602
-0.029971,0.194759,0.312394,-0.029728,0.224570,0.214771,-0.030174,0.228544,0.203924
-0.029637,0.212645,0.212602,-0.029394,0.230532,0.158367,-0.029839,0.170911,0.258159
-0.029303,0.228544,0.214771,-0.029060,0.192772,0.164875,-0.029505,0.238481,0.221279
-0.028968,0.210658,0.232126,-0.028725,0.190785,0.171383,-0.029170,0.212645,0.197416
-0.028635,0.208671,0.253820,-0.028391,0.216620,0.195246,-0.028837,0.184823,0.227787
-0.028300,0.151038,0.271176,-0.028057,0.238481,0.210432,-0.028502,0.145076,0.260329
-0.027966,0.214633,0.264667,-0.027722,0.260342,0.219110,-0.028168,0.172899,0.245143
-0.027631,0.198734,0.210432,-0.027388,0.224570,0.160536,-0.027834,0.176873,0.249482
-0.027298,0.268291,0.266837,-0.027054,0.200721,0.180061,-0.027500,0.250405,0.229957
-0.026964,0.192772,0.225618,-0.026720,0.264316,0.182230,-0.027165,0.220595,0.275514
-0.026629,0.246430,0.242973,-0.026386,0.192772,0.147520,-0.026831,0.216620,0.219110
-0.026295,0.208671,0.295039,-0.026051,0.230532,0.177891,-0.026497,0.226557,0.225618
-0.025961,0.230532,0.266837,-0.025717,0.204696,0.184399,-0.026163,0.240468,0.206093
-0.025627,0.226557,0.238634,-0.025383,0.202709,0.141011,-0.025828,0.190785,0.193077
-0.025292,0.242456,0.264667,-0.025049,0.216620,0.182230,-0.025494,0.242456,0.201755
-0.024958,0.210658,0.288531,-0.024714,0.200721,0.156197,-0.025160,0.208671,0.232126
-0.024624,0.246430,0.282023,-0.024380,0.222582,0.158367,-0.024826,0.214633,0.245143
-0.024290,0.182835,0.225618,-0.024046,0.180848,0.206093,-0.024491,0.158987,0.223449
-0.023955,0.238481,0.279853,-0.023712,0.192772,0.162705,-0.024157,0.180848,0.193077
-0.023621,0.186810,0.238634,-0.023377,0.206683,0.162705,-0.023823,0.186810,0.266837
-0.023287,0.220595,0.288531,-0.023042,0.240468,0.134503,-0.023489,0.214633,0.206093
-0.022953,0.228544,0.312394,-0.022709,0.232519,0.190908,-0.023154,0.230532,0.219110
-0.022618,0.208671,0.242973,-0.022374,0.198734,0.149689,-0.022820,0.184823,0.245143
-0.022285,0.198734,0.251651,-0.022040,0.214633,0.190908,-0.022486,0.214633,0.186569
-0.021950,0.222582,0.305886,-0.021705,0.276240,0.141011,-0.022152,0.192772,0.236465
-0.021616,0.248418,0.279853,-0.021372,0.254380,0.162705,-0.021817,0.188797,0.229957
-0.021281,0.192772,0.284192,-0.021037,0.296114,0.199585,-0.021483,0.240468,0.253820
-0.020948,0.202709,0.282023,-0.020703,0.252392,0.177891,-0.021149,0.204696,0.249482
-0.020613,0.172899,0.269006,-0.020368,0.170911,0.240804,-0.020815,0.262329,0.219110
-0.020279,0.190785,0.314564,-0.020035,0.232519,0.177891,-0.020480,0.184823,0.236465
-0.019945,0.226557,0.229957,-0.019701,0.254380,0.151858,-0.020146,0.210658,0.206093
-0.019611,0.204696,0.301547,-0.019366,0.256367,0.221279,-0.019812,0.246430,0.227787
-0.019277,0.182835,0.247312,-0.019031,0.182835,0.175722,-0.019477,0.220595,0.238634
-0.018942,0.234506,0.234296,-0.018698,0.244443,0.206093,-0.019143,0.280215,0.269006
-0.018608,0.174886,0.249482,-0.018364,0.262329,0.197416,-0.018809,0.236494,0.225618
-0.018274,0.234506,0.225618,-0.018029,0.264316,0.190908,-0.018475,0.180848,0.266837
-0.017940,0.240468,0.279853,-0.017695,0.226557,0.143181,-0.018140,0.188797,0.227787
-0.017605,0.262329,0.245143,-0.017361,0.238481,0.141011,-0.017806,0.206683,0.275514
-0.017271,0.228544,0.219110,-0.017026,0.244443,0.180061,-0.017472,0.196747,0.232126
-0.016937,0.224570,0.188738,-0.016692,0.230532,0.201755,-0.017138,0.232519,0.214771
-0.016603,0.200721,0.195246,-0.016358,0.282202,0.188738,-0.016804,0.232519,0.314564
-0.016268,0.238481,0.271176,-0.016024,0.260342,0.143181,-0.016469,0.202709,0.171383
-0.015934,0.228544,0.236465,-0.015690,0.244443,0.206093,-0.016136,0.186810,0.303717
-0.015600,0.242456,0.297208,-0.015355,0.252392,0.223449,-0.015801,0.236494,0.269006
-0.015266,0.242456,0.240804,-0.015021,0.280215,0.164875,-0.015467,0.252392,0.242973
-0.014931,0.196747,0.297208,-0.014687,0.236494,0.188738,-0.015132,0.162962,0.225618
-0.014597,0.266304,0.271176,-0.014353,0.214633,0.164875,-0.014799,0.238481,0.225618
-0.014263,0.238481,0.251651,-0.014018,0.306051,0.203924,-0.014464,0.210658,0.238634
-0.013929,0.200721,0.277684,-0.013684,0.226557,0.147520,-0.014130,0.206683,0.258159
-0.013595,0.238481,0.262498,-0.013350,0.284190,0.145350,-0.013795,0.218608,0.273345
-0.013260,0.264316,0.212602,-0.013015,0.242456,0.190908,-0.013461,0.176873,0.275514
-0.012926,0.236494,0.242973,-0.012681,0.242456,0.177891,-0.013127,0.170911,0.255990
-0.012592,0.252392,0.282023,-0.012347,0.210658,0.190908,-0.012793,0.202709,0.303717
-0.012257,0.218608,0.284192,-0.012013,0.208671,0.193077,-0.012458,0.188797,0.225618
-0.011923,0.194759,0.277684,-0.011679,0.282202,0.223449,-0.012124,0.194759,0.247312
-0.011589,0.198734,0.249482,-0.011344,0.232519,0.203924,-0.011790,0.238481,0.214771
-0.011255,0.226557,0.258159,-0.011010,0.210658,0.197416,-0.011456,0.202709,0.199585
-0.010920,0.228544,0.349274,-0.010676,0.246430,0.214771,-0.011122,0.216620,0.197416
-0.010586,0.214633,0.282023,-0.010342,0.248418,0.210432,-0.010787,0.168924,0.234296
-0.010252,0.145076,0.197416,-0.010007,0.226557,0.184399,-0.010453,0.208671,0.223449
-0.009918,0.214633,0.264667,-0.009673,0.214633,0.221279,-0.010119,0.220595,0.240804
-0.009584,0.198734,0.247312,-0.009340,0.230532,0.193077,-0.009785,0.254380,0.308055
-0.009250,0.216620,0.245143,-0.009005,0.256367,0.121487,-0.009450,0.186810,0.219110
-0.008916,0.220595,0.236465,-0.008670,0.258354,0.141011,-0.009116,0.234506,0.308055
-0.008581,0.214633,0.255990,-0.008337,0.178861,0.242973,-0.008782,0.184823,0.188738
-0.008247,0.214633,0.214771,-0.008003,0.216620,0.138842,-0.008448,0.272266,0.247312
-0.007225,0.296114,0.223449,-0.007668,0.158987,0.136672,-0.008113,0.230532,0.275514
-0.006891,0.188797,0.260329,-0.007333,0.194759,0.188738,-0.007779,0.238481,0.197416
-0.006557,0.234506,0.264667,-0.007000,0.244443,0.208263,-0.007444,0.220595,0.297208
-0.006223,0.244443,0.253820,-0.006666,0.248418,0.156197,-0.007111,0.208671,0.273345
-0.005888,0.258354,0.251651,-0.006331,0.230532,0.210432,-0.006776,0.214633,0.249482
-0.005554,0.244443,0.253820,-0.005997,0.262329,0.164875,-0.006442,0.176873,0.282023
-0.005220,0.224570,0.295039,-0.005663,0.270278,0.201755,-0.006107,0.226557,0.210432
-0.004886,0.206683,0.271176,-0.005328,0.246430,0.227787,-0.005774,0.208671,0.310225
-0.004551,0.188797,0.292870,-0.004994,0.276240,0.240804,-0.005440,0.244443,0.258159
-0.004217,0.158987,0.253820,-0.004660,0.226557,0.247312,-0.005105,0.232519,0.323241
-0.003883,0.204696,0.260329,-0.004326,0.306051,0.249482,-0.004771,0.256367,0.210432
-0.003549,0.190785,0.260329,-0.003991,0.270278,0.190908,-0.004437,0.252392,0.232126
-0.003215,0.153025,0.282023,-0.003657,0.280215,0.201755,-0.004103,0.200721,0.273345
-0.002880,0.178861,0.299378,-0.004011,0.218608,0.223449,-0.003768,0.252392,0.269006
-0.002546,0.192772,0.286361,-0.002989,0.254380,0.273345,-0.004121,0.160975,0.286361
-0.002212,0.244443,0.295039,-0.002654,0.210658,0.199585,-0.003787,0.296114,0.245143
-0.001878,0.208671,0.245143,-0.002320,0.282202,0.193077,-0.002766,0.250405,0.188738
-0.001544,0.228544,0.295039,-0.002674,0.262329,0.227787,-0.002431,0.236494,0.286361
-0.001209,0.222582,0.303717,-0.001652,0.198734,0.240804,-0.002785,0.153025,0.279853
-0.000875,0.182835,0.279853,-0.001317,0.268291,0.232126,-0.002451,0.234506,0.247312
-0.000541,0.236494,0.295039,-0.001671,0.248418,0.201755,-0.001429,0.216620,0.264667
-0.000207,0.226557,0.242973,-0.001337,0.246430,0.240804,-0.001781,0.238481,0.242973
0.000127,0.198734,0.262498,-0.000315,0.230532,0.154028,-0.001448,0.268291,0.234296
0.000462,0.182835,0.286361,0.000020,0.256367,0.177891,-0.001114,0.236494,0.199585
0.000796,0.206683,0.329749,-0.000334,0.256367,0.167044,-0.000779,0.218608,0.321072
0.001130,0.232519,0.290700,0.000000,0.272266,0.203924,-0.000445,0.186810,0.314564
0.001464,0.238481,0.273345,0.000334,0.254380,0.197416,-0.000111,0.210658,0.295039
0.001798,0.168924,0.292870,0.001357,0.248418,0.240804,0.000223,0.252392,0.308055
0.002133,0.210658,0.275514,0.001691,0.286177,0.227787,0.000558,0.188797,0.271176
0.002467,0.182835,0.301547,0.002025,0.212645,0.193077,0.001580,0.274253,0.245143
0.002801,0.170911,0.288531,0.002359,0.288164,0.234296,0.001226,0.246430,0.260329
0.003135,0.178861,0.292870,0.002694,0.278228,0.216940,0.002248,0.210658,0.297208
0.003469,0.222582,0.269006,0.003028,0.351759,0.201755,0.002582,0.196747,0.282023
0.003804,0.220595,0.325411,0.003362,0.282202,0.240804,0.002917,0.226557,0.284192
0.004138,0.190785,0.273345,0.003696,0.264316,0.169214,0.003251,0.222582,0.288531
0.004472,0.188797,0.288531,0.004031,0.327911,0.149689,0.003585,0.222582,0.236465
0.004806,0.182835,0.221279,0.004364,0.240468,0.182230,0.003919,0.214633,0.258159
0.005141,0.174886,0.284192,0.004699,0.300088,0.164875,0.004253,0.228544,0.269006
0.005475,0.194759,0.260329,0.005721,0.278228,0.164875,0.004588,0.264316,0.269006
0.005808,0.228544,0.282023,0.006055,0.280215,0.266837,0.004922,0.250405,0.264667
0.006143,0.147063,0.288531,0.006389,0.288164,0.227787,0.005944,0.200721,0.286361
0.006477,0.198734,0.323241,0.006723,0.296114,0.210432,0.006278,0.212645,0.269006
0.006812,0.172899,0.253820,0.007058,0.329899,0.167044,0.006612,0.222582,0.327580
0.007145,0.133152,0.238634,0.007392,0.294126,0.199585,0.006946,0.218608,0.290700
0.007480,0.155013,0.201755,0.007726,0.242456,0.206093,0.007281,0.214633,0.284192
0.007814,0.164949,0.232126,0.008060,0.310025,0.229957,0.007615,0.246430,0.247312
0.008148,0.158987,0.266837,0.008395,0.270278,0.188738,0.007949,0.272266,0.260329
0.008482,0.194759,0.277684,0.008729,0.276240,0.197416,0.008283,0.210658,0.301547
0.008817,0.164949,0.297208,0.009063,0.256367,0.158367,0.008618,0.168924,0.305886
0.009151,0.157000,0.310225,0.009397,0.268291,0.208263,0.008952,0.204696,0.271176
0.009485,0.192772,0.266837,0.009732,0.270278,0.286361,0.009286,0.278228,0.264667
0.009819,0.139114,0.221279,0.010066,0.278228,0.225618,0.009620,0.228544,0.303717
0.010154,0.141101,0.266837,0.010400,0.262329,0.212602,0.009954,0.236494,0.275514
0.009801,0.164949,0.284192,0.010735,0.306051,0.186569,0.010289,0.190785,0.258159
0.010134,0.141101,0.292870,0.011069,0.284190,0.188738,0.010623,0.238481,0.312394
0.011156,0.174886,0.264667,0.011403,0.240468,0.206093,0.010957,0.200721,0.316733
0.011491,0.121228,0.318902,0.011737,0.234506,0.247312,0.011291,0.208671,0.266837
0.011138,0.143089,0.301547,0.012072,0.298101,0.206093,0.011626,0.230532,0.323241
0.011471,0.188797,0.282023,0.012406,0.250405,0.216940,0.011960,0.168924,0.277684
0.012493,0.184823,0.245143,0.012740,0.325924,0.255990,0.012294,0.224570,0.266837
0.012140,0.168924,0.297208,0.013074,0.302076,0.288531,0.012628,0.200721,0.284192
0.012474,0.129177,0.264667,0.013408,0.333873,0.227787,0.012963,0.214633,0.262498
0.012808,0.214633,0.275514,0.013743,0.294126,0.255990,0.013297,0.234506,0.279853
0.013830,0.123215,0.312394,0.014077,0.282202,0.301547,0.013631,0.276240,0.232126
0.013477,0.158987,0.249482,0.014411,0.335861,0.249482,0.013965,0.252392,0.295039
0.013811,0.153025,0.338427,0.014746,0.337848,0.240804,0.014299,0.264316,0.295039
0.014145,0.178861,0.247312,0.015080,0.242456,0.269006,0.014634,0.180848,0.255990
0.014480,0.184823,0.290700,0.015414,0.298101,0.255990,0.014968,0.222582,0.271176
0.014814,0.125202,0.199585,0.015748,0.308038,0.255990,0.015302,0.232519,0.242973
0.015148,0.147063,0.295039,0.016083,0.300088,0.264667,0.015636,0.246430,0.290700
0.015482,0.178861,0.301547,0.016417,0.264316,0.234296,0.015971,0.228544,0.273345
0.015816,0.162962,0.284192,0.016751,0.282202,0.273345,0.016305,0.196747,0.277684
0.016151,0.166937,0.279853,0.017085,0.280215,0.234296,0.016639,0.226557,0.323241
0.016484,0.131165,0.232126,0.017420,0.312013,0.236465,0.016974,0.202709,0.260329
0.016819,0.137127,0.310225,0.017754,0.314000,0.227787,0.017308,0.174886,0.321072
0.017154,0.139114,0.295039,0.018088,0.323937,0.158367,0.017642,0.214633,0.362291
0.017488,0.099367,0.360121,0.018422,0.300088,0.221279,0.017976,0.216620,0.357952
0.017821,0.083468,0.279853,0.018757,0.310025,0.221279,0.018311,0.206683,0.364460
0.018843,0.137127,0.201755,0.019091,0.304063,0.212602,0.018645,0.182835,0.308055
0.019178,0.137127,0.247312,0.018737,0.312013,0.264667,0.018979,0.214633,0.364460
0.019512,0.176873,0.262498,0.019759,0.284190,0.245143,0.019313,0.290152,0.329749
0.019158,0.103342,0.262498,0.020094,0.302076,0.238634,0.019647,0.210658,0.323241
0.020180,0.151038,0.251651,0.019741,0.312013,0.269006,0.019982,0.153025,0.308055
0.020515,0.160975,0.255990,0.020074,0.308038,0.266837,0.020316,0.248418,0.327580
0.020162,0.158987,0.279853,0.021096,0.284190,0.208263,0.020650,0.210658,0.355782
0.020495,0.168924,0.251651,0.021431,0.329899,0.271176,0.020984,0.198734,0.316733
0.021517,0.168924,0.310225,0.021077,0.266304,0.219110,0.021319,0.214633,0.329749
0.021852,0.174886,0.277684,0.022099,0.262329,0.255990,0.021653,0.242456,0.295039
0.021498,0.137127,0.242973,0.021746,0.331886,0.275514,0.021300,0.194759,0.344935
0.022520,0.164949,0.221279,0.022768,0.304063,0.236465,0.021633,0.145076,0.329749
0.022854,0.149051,0.258159,0.022414,0.296114,0.214771,0.022655,0.212645,0.314564
0.023189,0.125202,0.240804,0.022748,0.260342,0.269006,0.022989,0.164949,0.353613
0.022835,0.137127,0.275514,0.023083,0.262329,0.225618,0.022636,0.212645,0.329749
0.023169,0.137127,0.225618,0.023417,0.341823,0.288531,0.022970,0.248418,0.351444
0.024191,0.190785,0.206093,0.023751,0.333873,0.221279,0.023992,0.272266,0.331919
0.024526,0.180848,0.288531,0.024085,0.302076,0.236465,0.024326,0.190785,0.321072
0.024172,0.170911,0.223449,0.024420,0.284190,0.177891,0.023973,0.258354,0.394832
0.024506,0.147063,0.271176,0.024754,0.312013,0.197416,0.024995,0.210658,0.388323
0.025528,0.143089,0.203924,0.025088,0.315987,0.247312,0.025329,0.240468,0.375307
0.025862,0.121228,0.264667,0.025423,0.268291,0.225618,0.024976,0.288164,0.368799
0.025509,0.164949,0.279853,0.025757,0.264316,0.255990,0.025310,0.264316,0.331919
0.026531,0.107316,0.232126,0.026091,0.323937,0.273345,0.026332,0.232519,0.342766
0.026865,0.149051,0.199585,0.026425,0.292139,0.273345,0.025978,0.226557,0.407848
0.026512,0.214633,0.240804,0.026759,0.292139,0.299378,0.027000,0.164949,0.370968
0.027534,0.147063,0.266837,0.027094,0.377595,0.240804,0.026647,0.178861,0.349274
0.027868,0.184823,0.242973,0.027428,0.256367,0.242973,0.026981,0.236494,0.342766
0.028202,0.162962,0.227787,0.027762,0.302076,0.236465,0.027315,0.212645,0.366629
0.028536,0.121228,0.275514,0.028096,0.270278,0.206093,0.027649,0.216620,0.314564
0.028183,0.145076,0.229957,0.028431,0.315987,0.247312,0.027984,0.216620,0.370968
0.029205,0.192772,0.262498,0.028765,0.272266,0.245143,0.028318,0.216620,0.394832
0.028851,0.127190,0.238634,0.029099,0.202709,0.193077,0.028652,0.252392,0.316733
0.029185,0.168924,0.327580,0.029434,0.272266,0.262498,0.028986,0.216620,0.388323
0.029520,0.158987,0.258159,0.029768,0.274253,0.225618,0.029321,0.254380,0.362291
0.030541,0.145076,0.210432,0.030102,0.290152,0.219110,0.029655,0.200721,0.375307
0.030876,0.172899,0.221279,0.030436,0.302076,0.214771,0.029989,0.262329,0.379646
0.030522,0.145076,0.201755,0.030770,0.262329,0.184399,0.030323,0.137127,0.325411
0.030857,0.141101,0.216940,0.031105,0.312013,0.195246,0.030658,0.214633,0.316733
0.031191,0.236494,0.236465,0.031439,0.262329,0.175722,0.030992,0.204696,0.364460
0.031525,0.162962,0.210432,0.031773,0.266304,0.186569,0.031326,0.236494,0.264667
0.031859,0.224570,0.277684,0.032107,0.290152,0.210432,0.031660,0.212645,0.305886
0.032194,0.194759,0.214771,0.032441,0.258354,0.199585,0.031994,0.228544,0.360121
0.033215,0.180848,0.214771,0.032776,0.315987,0.225618,0.032329,0.254380,0.305886
0.032862,0.155013,0.223449,0.033110,0.343810,0.219110,0.032663,0.186810,0.318902
0.033196,0.143089,0.238634,0.033444,0.294126,0.219110,0.032997,0.157000,0.360121
0.033530,0.198734,0.253820,0.033778,0.325924,0.206093,0.033331,0.210658,0.329749
0.033865,0.220595,0.271176,0.034113,0.367658,0.175722,0.033666,0.230532,0.334088
0.034199,0.149051,0.225618,0.034446,0.317975,0.234296,0.034000,0.222582,0.312394
0.034533,0.131165,0.229957,0.034781,0.367658,0.203924,0.034335,0.184823,0.277684
0.034867,0.166937,0.258159,0.035115,0.341823,0.266837,0.034668,0.170911,0.312394
