2006d209_20h39m13s_Cont_mike_PKS2155-304.csv
This .csv file was written on, 2006-08-01, 13:48:51
Object, PKS2155-304 

System Data:
Centfreq, 12218.000000 
Bandwdth, 400.000000 
Focus, 7.890625 
Instrume, Total Power 

Calibration Data:
Tcal1, 13.300000 
Tcal2, 15.200000 
Hzperk1, 6292.328374 
Hzperk2, 5764.255743 
Hzkerr1, 0.808053 
Hzkerr2, 0.930089 
Tsys1, 98.062331 
Tsys2, 98.293136 
Tsyserr1, 0.106484 
Tsyserr2, 0.102435 
MJD_cent taken from center of on source scan is, 53944.858216
RA_cent taken from center of on source scan is, 329.823420
RA_mean averaged over center scan is, 329.824423
Dec Apparent 1st scan, -30.164918
Dec Apparent 2nd scan, -30.194786
Dec Apparent 3rd scan, nan
Hour Angle 1st scan, -47.417424
Hour Angle 2nd scan, -46.813748
Hour Angle 3rd scan, -46.206454

RA_apprn,LHC_Pl,RHC_Pl,RA_apprn,LHC_Pl,RHC_Pl,RA_apprn,LHC_Pl,RHC_Pl
-0.153628,0.129177,0.184399,-0.153404,-0.049684,-0.028202,-0.153843,0.021861,0.167044
-0.153294,0.166937,0.216940,-0.153070,0.015899,-0.030372,-0.153509,0.033785,0.078099
-0.152960,0.168924,0.193077,-0.152735,-0.005962,-0.019525,-0.153175,0.055646,0.127995
-0.152626,0.164949,0.180061,-0.152401,-0.021861,0.069421,-0.152841,0.077506,0.134503
-0.152291,0.170911,0.193077,-0.152067,-0.005962,-0.004339,-0.152506,0.063595,0.147520
-0.151957,0.143089,0.197416,-0.151733,0.037759,0.002169,-0.152172,0.005962,0.114978
-0.151623,0.135139,0.177891,-0.151398,0.000000,0.002169,-0.151837,0.013911,0.108470
-0.151289,0.166937,0.180061,-0.151064,-0.003975,-0.015186,-0.151503,-0.009937,0.136672
-0.150955,0.158987,0.175722,-0.150730,-0.021861,-0.049896,-0.151169,0.087443,0.054235
-0.150620,0.162962,0.208263,-0.150396,0.005962,-0.008678,-0.150835,-0.001987,0.058574
-0.150286,0.151038,0.251651,-0.150061,-0.033785,0.049896,-0.150500,0.075519,0.082437
-0.149951,0.135139,0.210432,-0.149727,0.027823,-0.017355,-0.150166,0.041734,0.106301
-0.149618,0.170911,0.182230,-0.149393,0.015899,-0.021694,-0.149831,-0.003975,0.021694
-0.149283,0.121228,0.164875,-0.149059,-0.029810,0.036880,-0.149498,0.003975,0.084607
-0.148949,0.162962,0.206093,-0.148725,-0.005962,0.034710,-0.149163,0.071544,0.121487
-0.148615,0.176873,0.242973,-0.148390,0.009937,0.049896,-0.148829,0.025835,0.080268
-0.148281,0.178861,0.199585,-0.148056,0.035772,-0.002169,-0.148494,0.009937,0.125825
-0.147946,0.129177,0.212602,-0.147722,0.021861,-0.006508,-0.148161,0.003975,0.143181
-0.147612,0.172899,0.277684,-0.147388,-0.019873,0.006508,-0.147827,-0.000000,0.084607
-0.147278,0.174886,0.197416,-0.147053,-0.007949,-0.019525,-0.147492,0.045709,0.117148
-0.146944,0.212645,0.147520,-0.146719,-0.031797,-0.071590,-0.147157,0.029810,0.039049
-0.146609,0.143089,0.242973,-0.146385,-0.047696,0.039049,-0.146824,0.043722,0.130164
-0.146275,0.202709,0.260329,-0.146051,-0.013911,-0.019525,-0.146489,0.025835,0.147520
-0.145941,0.147063,0.190908,-0.145716,-0.029810,0.067252,-0.146155,-0.029810,0.078099
-0.145607,0.188797,0.258159,-0.145382,-0.079494,0.058574,-0.145820,0.039747,0.123656
-0.145272,0.182835,0.173552,-0.145048,-0.039747,0.019525,-0.145487,0.077506,0.097623
-0.144938,0.188797,0.212602,-0.144714,-0.045709,-0.006508,-0.145152,0.051671,0.127995
-0.144605,0.164949,0.219110,-0.144379,0.001987,0.023863,-0.144818,0.035772,0.134503
-0.144270,0.147063,0.208263,-0.144045,-0.001987,0.017355,-0.144484,0.071544,0.136672
-0.143936,0.157000,0.232126,-0.143711,-0.023848,-0.017355,-0.144150,0.015899,0.119317
-0.143602,0.129177,0.210432,-0.143377,-0.063595,-0.015186,-0.143816,-0.013911,0.141011
-0.143268,0.125202,0.253820,-0.143042,-0.011924,0.028202,-0.143481,0.039747,0.149689
-0.142934,0.139114,0.258159,-0.142709,0.000000,0.099793,-0.143147,-0.019873,0.143181
-0.142599,0.158987,0.262498,-0.142374,-0.000000,0.032541,-0.142813,0.005962,0.110640
-0.142265,0.143089,0.229957,-0.142040,-0.035772,0.067252,-0.142479,0.079494,0.091115
-0.141931,0.158987,0.221279,-0.141705,-0.009937,0.032541,-0.142144,0.055646,0.110640
-0.141596,0.141101,0.208263,-0.141372,-0.051671,0.060743,-0.141810,0.033785,0.110640
-0.141263,0.143089,0.219110,-0.141037,-0.003975,0.015186,-0.141476,0.025835,0.067252
-0.140928,0.147063,0.195246,-0.140703,0.003975,0.060743,-0.141141,0.067570,0.084607
-0.140594,0.178861,0.151858,-0.140368,-0.013911,0.028202,-0.140807,-0.001987,0.162705
-0.140259,0.141101,0.208263,-0.140035,-0.001987,0.060743,-0.140473,0.017886,0.141011
-0.139926,0.186810,0.236465,-0.139700,-0.007949,0.052066,-0.140139,0.063595,0.106301
-0.139591,0.121228,0.216940,-0.139366,-0.003975,0.030372,-0.139804,0.005962,0.147520
-0.139257,0.157000,0.234296,-0.139031,0.005962,-0.041219,-0.139470,0.037759,0.136672
-0.138922,0.188797,0.227787,-0.138698,0.015899,0.017355,-0.139136,0.021861,0.114978
-0.138589,0.119240,0.227787,-0.138363,0.009937,0.013016,-0.138802,0.077506,0.123656
-0.138255,0.208671,0.236465,-0.138029,0.001987,0.041219,-0.138467,0.025835,0.119317
-0.137920,0.160975,0.251651,-0.137695,-0.071544,0.010847,-0.138133,0.037759,0.171383
-0.137586,0.220595,0.221279,-0.137361,-0.015899,-0.015186,-0.137799,0.003975,0.130164
-0.137252,0.198734,0.236465,-0.137027,0.035772,0.039049,-0.137465,0.033785,0.138842
-0.136918,0.151038,0.221279,-0.136692,-0.001987,0.023863,-0.137130,0.053658,0.134503
-0.136584,0.232519,0.167044,-0.136358,-0.015899,-0.015186,-0.136796,0.049684,0.132334
-0.136249,0.158987,0.240804,-0.136024,0.011924,-0.017355,-0.136462,0.041734,0.197416
-0.135915,0.182835,0.180061,-0.135690,-0.037759,0.013016,-0.136128,0.057633,0.132334
-0.135581,0.204696,0.154028,-0.135355,0.019873,0.032541,-0.135794,0.067570,0.164875
-0.135247,0.194759,0.247312,-0.135021,-0.027823,0.021694,-0.135459,0.019873,0.201755
-0.134912,0.186810,0.234296,-0.134687,0.067570,-0.008678,-0.135126,0.067570,0.134503
-0.134578,0.145076,0.229957,-0.134353,0.015899,0.049896,-0.134791,0.049684,0.123656
-0.134244,0.202709,0.203924,-0.134018,-0.047696,0.060743,-0.134457,0.041734,0.132334
-0.133910,0.158987,0.210432,-0.133684,-0.003975,0.060743,-0.134122,0.053658,0.143181
-0.133576,0.208671,0.212602,-0.133350,-0.003975,0.000000,-0.133789,0.053658,0.127995
-0.133241,0.190785,0.119317,-0.133016,-0.015899,0.006508,-0.133454,0.093405,0.173552
-0.132907,0.230532,0.167044,-0.132681,-0.000000,0.047727,-0.133120,0.049684,0.067252
-0.132573,0.155013,0.210432,-0.132347,0.027823,0.039049,-0.132785,0.019873,0.095454
-0.132239,0.180848,0.190908,-0.132013,0.013911,0.019525,-0.132452,0.037759,0.127995
-0.131905,0.157000,0.216940,-0.131679,0.035772,0.008678,-0.132117,0.073532,0.086776
-0.131570,0.164949,0.184399,-0.131344,0.023848,-0.004339,-0.131783,0.073532,0.143181
-0.131236,0.151038,0.206093,-0.131010,0.031797,-0.030372,-0.131449,0.087443,0.110640
-0.130902,0.139114,0.238634,-0.130676,0.037759,0.039049,-0.131115,0.047696,0.134503
-0.130568,0.155013,0.195246,-0.130342,-0.007949,0.036880,-0.130780,0.091418,0.136672
-0.130234,0.139114,0.238634,-0.130007,0.059620,0.082437,-0.130446,0.053658,0.125825
-0.129899,0.166937,0.236465,-0.129673,0.013911,0.084607,-0.130800,0.053658,0.149689
-0.129566,0.190785,0.255990,-0.129339,0.003975,0.043388,-0.129778,0.059620,0.084607
-0.129231,0.111291,0.258159,-0.129004,0.047696,0.041219,-0.129443,0.087443,0.097623
-0.128897,0.166937,0.279853,-0.128670,0.001987,0.021694,-0.129109,0.081481,0.145350
-0.129250,0.204696,0.203924,-0.128336,-0.023848,0.028202,-0.129463,0.049684,0.095454
-0.128916,0.135139,0.236465,-0.128002,-0.013911,0.043388,-0.129128,0.027823,0.006508
-0.127894,0.143089,0.212602,-0.127667,-0.009937,0.065082,-0.128106,0.053658,0.143181
-0.128247,0.174886,0.253820,-0.127333,0.039747,0.069421,-0.128459,0.101354,0.173552
-0.127913,0.170911,0.301547,-0.126999,0.005962,0.047727,-0.128126,0.097380,0.145350
-0.126892,0.157000,0.273345,-0.126665,-0.029810,0.054235,-0.127104,0.077506,0.093284
-0.127245,0.157000,0.201755,-0.126330,-0.025835,0.019525,-0.127457,0.105329,0.186569
-0.126911,0.107316,0.212602,-0.125995,0.017886,0.028202,-0.127122,0.055646,0.127995
-0.126577,0.192772,0.255990,-0.125662,0.007949,0.034710,-0.126789,0.123215,0.099793
-0.126243,0.149051,0.236465,-0.125327,-0.045709,0.036880,-0.126454,0.071544,0.123656
-0.125908,0.160975,0.245143,-0.124993,-0.019873,0.041219,-0.126120,0.067570,0.110640
-0.125574,0.151038,0.208263,-0.124659,0.025835,0.000000,-0.125786,0.055646,0.117148
-0.125240,0.155013,0.238634,-0.124324,0.007949,0.023863,-0.124764,0.089430,0.134503
-0.124906,0.149051,0.282023,-0.123990,0.035772,0.069421,-0.124430,0.099367,0.160536
-0.124571,0.168924,0.225618,-0.123656,0.003975,0.036880,-0.124095,0.059620,0.078099
-0.124237,0.198734,0.273345,-0.123321,-0.001987,0.039049,-0.123761,0.049684,0.154028
-0.123216,0.170911,0.245143,-0.122987,0.031797,0.056405,-0.123427,0.037759,0.119317
-0.122881,0.119240,0.227787,-0.122653,0.005962,0.052066,-0.123092,0.101354,0.147520
-0.122547,0.190785,0.195246,-0.122319,-0.003975,-0.010847,-0.122758,0.073532,0.097623
-0.122213,0.180848,0.266837,-0.121984,0.011924,-0.008678,-0.122424,0.067570,0.101962
-0.121879,0.196747,0.214771,-0.121650,-0.017886,0.036880,-0.121403,0.075519,0.119317
-0.121544,0.117253,0.177891,-0.121316,0.033785,0.039049,-0.121068,0.107316,0.141011
-0.121210,0.153025,0.260329,-0.120982,0.067570,0.023863,-0.120733,0.061608,0.121487
-0.120876,0.180848,0.175722,-0.121335,0.021861,-0.023863,-0.120400,0.035772,0.108470
-0.120542,0.168924,0.212602,-0.120313,0.029810,0.041219,-0.120066,0.089430,0.088946
-0.120207,0.186810,0.171383,-0.119979,0.011924,0.058574,-0.119731,0.045709,0.134503
-0.119873,0.172899,0.206093,-0.119645,0.009937,0.019525,-0.119396,0.107316,0.110640
-0.118852,0.176873,0.214771,-0.119310,0.021861,0.008678,-0.119063,0.135139,0.190908
-0.118518,0.119240,0.255990,-0.118976,0.043722,0.010847,-0.118728,0.111291,0.084607
-0.118183,0.158987,0.225618,-0.118642,-0.007949,-0.004339,-0.118394,0.127190,0.190908
-0.117849,0.172899,0.212602,-0.118308,0.061608,0.006508,-0.118060,0.077506,0.121487
-0.117515,0.164949,0.182230,-0.117973,-0.019873,-0.006508,-0.117726,0.133152,0.134503
-0.117181,0.196747,0.160536,-0.117639,0.029810,0.002169,-0.117391,0.111291,0.112809
-0.116846,0.162962,0.193077,-0.117304,0.071544,-0.023863,-0.117057,0.103342,0.121487
-0.116512,0.188797,0.164875,-0.117658,0.017886,-0.021694,-0.116723,0.137127,0.141011
-0.116178,0.129177,0.210432,-0.117324,-0.029810,0.030372,-0.116388,0.127190,0.123656
-0.115844,0.174886,0.190908,-0.116990,0.015899,0.008678,-0.116054,0.091418,0.093284
-0.115509,0.184823,0.180061,-0.115967,0.007949,-0.028202,-0.115720,0.069557,0.156197
-0.115175,0.133152,0.229957,-0.115633,0.021861,-0.036880,-0.115386,0.097380,0.117148
-0.114841,0.147063,0.201755,-0.115299,0.045709,-0.010847,-0.115051,0.091418,0.134503
-0.114507,0.160975,0.210432,-0.114965,0.043722,0.026033,-0.114717,0.091418,0.093284
-0.114172,0.184823,0.184399,-0.114630,0.049684,-0.023863,-0.114382,0.081481,0.149689
-0.113839,0.206683,0.232126,-0.114297,0.015899,0.000000,-0.114049,0.155013,0.154028
-0.113504,0.158987,0.212602,-0.113962,-0.019873,0.043388,-0.113715,0.117253,0.101962
-0.113170,0.129177,0.177891,-0.113628,0.033785,-0.054235,-0.113380,0.057633,0.062913
-0.112835,0.162962,0.240804,-0.113293,0.027823,0.067252,-0.113046,0.091418,0.101962
-0.112502,0.143089,0.219110,-0.112960,0.019873,0.008678,-0.112712,0.079494,0.121487
-0.112168,0.121228,0.240804,-0.112625,0.071544,-0.017355,-0.112378,0.011924,0.114978
-0.111833,0.147063,0.210432,-0.111603,0.043722,0.013016,-0.112043,0.071544,0.080268
-0.111499,0.113278,0.216940,-0.111269,0.035772,-0.021694,-0.111709,0.131165,0.093284
-0.111165,0.166937,0.167044,-0.110935,0.043722,-0.065082,-0.111375,0.089430,0.095454
-0.110831,0.160975,0.221279,-0.110601,0.043722,-0.047727,-0.111041,0.091418,0.132334
-0.110496,0.164949,0.182230,-0.110267,0.023848,-0.054235,-0.110706,0.083468,0.121487
-0.110162,0.182835,0.232126,-0.109932,0.099367,-0.065082,-0.110372,0.083468,0.169214
-0.109828,0.143089,0.225618,-0.109598,0.073532,-0.071590,-0.110038,0.081481,0.106301
-0.109493,0.208671,0.199585,-0.109264,0.059620,-0.058574,-0.109704,0.029810,0.052066
-0.109159,0.162962,0.190908,-0.108929,0.065582,-0.002169,-0.109370,0.081481,0.091115
-0.108825,0.133152,0.260329,-0.108595,0.055646,-0.030372,-0.109035,0.019873,0.145350
-0.108491,0.178861,0.242973,-0.108261,0.077506,-0.041219,-0.108701,0.073532,0.112809
-0.108156,0.162962,0.331919,-0.107926,0.059620,-0.034710,-0.108367,0.065582,0.093284
-0.107822,0.135139,0.227787,-0.107592,0.043722,-0.013016,-0.108033,0.055646,0.127995
-0.107489,0.162962,0.242973,-0.107258,0.025835,0.002169,-0.107698,0.087443,0.147520
-0.107154,0.174886,0.249482,-0.106924,0.041734,-0.017355,-0.107364,0.119240,0.180061
-0.106820,0.099367,0.158367,-0.106589,0.047696,-0.013016,-0.107030,0.091418,0.097623
-0.106485,0.160975,0.271176,-0.106255,0.041734,-0.047727,-0.106696,0.095392,0.071590
-0.106152,0.176873,0.232126,-0.105921,0.021861,-0.015186,-0.106361,0.091418,0.117148
-0.105817,0.168924,0.247312,-0.105587,0.039747,-0.039049,-0.106027,0.097380,0.130164
-0.105483,0.089430,0.251651,-0.105252,0.021861,0.008678,-0.105693,0.085456,0.145350
-0.105149,0.155013,0.264667,-0.104918,0.069557,-0.023863,-0.105359,0.107316,0.091115
-0.104814,0.089430,0.232126,-0.104584,0.015899,-0.032541,-0.105025,0.077506,0.075929
-0.104480,0.119240,0.273345,-0.104250,0.015899,0.028202,-0.104690,0.079494,0.121487
-0.104146,0.190785,0.219110,-0.103915,0.061608,-0.030372,-0.104356,0.103342,0.097623
-0.103812,0.151038,0.251651,-0.103581,0.063595,-0.023863,-0.104022,0.125202,0.119317
-0.103478,0.162962,0.188738,-0.103247,0.043722,-0.008678,-0.103688,0.095392,0.180061
-0.103143,0.105329,0.277684,-0.102913,0.089430,0.028202,-0.103353,0.115266,0.169214
-0.102809,0.176873,0.229957,-0.102578,0.031797,0.019525,-0.103019,0.069557,0.125825
-0.102475,0.212645,0.279853,-0.102244,0.053658,0.032541,-0.102685,0.077506,0.112809
-0.102141,0.125202,0.197416,-0.102597,0.043722,0.073760,-0.102351,0.121228,0.184399
-0.101806,0.107316,0.242973,-0.102263,0.065582,0.000000,-0.102016,0.093405,0.147520
-0.101472,0.155013,0.327580,-0.101241,0.079494,0.091115,-0.101682,0.077506,0.138842
-0.101138,0.123215,0.232126,-0.100907,0.087443,-0.017355,-0.101348,0.051671,0.164875
-0.100804,0.135139,0.223449,-0.100573,0.015899,-0.008678,-0.101014,0.109304,0.117148
-0.100469,0.117253,0.221279,-0.100926,0.041734,0.058574,-0.100679,0.077506,0.171383
-0.100822,0.170911,0.223449,-0.099904,0.081481,0.034710,-0.100345,0.089430,0.154028
-0.099801,0.149051,0.269006,-0.099570,0.107316,0.056405,-0.100011,0.055646,0.127995
-0.099467,0.174886,0.290700,-0.099923,0.065582,-0.021694,-0.099677,0.061608,0.167044
-0.099132,0.119240,0.251651,-0.099589,0.043722,0.043388,-0.099342,0.083468,0.145350
-0.099486,0.153025,0.266837,-0.098567,0.021861,0.043388,-0.099696,0.071544,0.173552
-0.098465,0.121228,0.288531,-0.098921,0.039747,0.060743,-0.099362,0.111291,0.093284
-0.098130,0.151038,0.184399,-0.098586,0.109304,0.041219,-0.098340,0.051671,0.112809
-0.097796,0.200721,0.251651,-0.098252,0.015899,0.015186,-0.098005,0.129177,0.154028
-0.098150,0.135139,0.240804,-0.097918,0.025835,0.039049,-0.098359,0.097380,0.158367
-0.097815,0.176873,0.269006,-0.097583,0.081481,0.095454,-0.098025,0.101354,0.154028
-0.096794,0.166937,0.251651,-0.097249,0.049684,0.062913,-0.097691,0.041734,0.182230
-0.096459,0.109304,0.236465,-0.096915,0.055646,0.013016,-0.097356,0.091418,0.132334
-0.096813,0.174886,0.245143,-0.096581,0.057633,0.054235,-0.097022,0.115266,0.151858
-0.095791,0.131165,0.301547,-0.096246,0.039747,0.065082,-0.096688,0.131165,0.173552
-0.095457,0.166937,0.260329,-0.095912,0.081481,0.015186,-0.096353,0.109304,0.164875
-0.095810,0.133152,0.282023,-0.095578,0.085456,0.067252,-0.096019,0.119240,0.197416
-0.095476,0.166937,0.264667,-0.095244,0.045709,0.071590,-0.095685,0.119240,0.199585
-0.095142,0.190785,0.271176,-0.094909,0.031797,0.093284,-0.095351,0.107316,0.171383
-0.094808,0.160975,0.182230,-0.094575,0.063595,0.065082,-0.095016,0.127190,0.177891
-0.094473,0.145076,0.253820,-0.094241,0.077506,0.082437,-0.094682,0.059620,0.173552
-0.094139,0.172899,0.251651,-0.093907,0.023848,0.019525,-0.094348,0.105329,0.190908
-0.093805,0.180848,0.197416,-0.093572,0.089430,0.067252,-0.094014,0.097380,0.167044
-0.093471,0.186810,0.229957,-0.093239,0.055646,0.069421,-0.093679,0.131165,0.169214
-0.093136,0.117253,0.234296,-0.092904,0.013911,0.056405,-0.093345,0.129177,0.147520
-0.092802,0.168924,0.229957,-0.092570,0.063595,0.049896,-0.093011,0.117253,0.167044
-0.092468,0.186810,0.295039,-0.092235,0.085456,0.026033,-0.092677,0.099367,0.193077
-0.092134,0.127190,0.225618,-0.091902,-0.001987,0.015186,-0.092342,0.093405,0.199585
-0.091800,0.190785,0.214771,-0.091567,0.065582,0.017355,-0.092008,0.141101,0.127995
-0.091465,0.141101,0.308055,-0.091233,0.057633,0.019525,-0.091674,0.119240,0.101962
-0.091131,0.157000,0.331919,-0.090898,0.049684,0.041219,-0.091340,0.099367,0.145350
-0.090797,0.202709,0.301547,-0.090565,0.043722,0.041219,-0.091005,0.089430,0.173552
-0.090463,0.198734,0.305886,-0.090230,-0.000000,0.032541,-0.090671,0.039747,0.136672
-0.090129,0.176873,0.297208,-0.089896,0.067570,0.006508,-0.090337,0.121228,0.149689
-0.089794,0.212645,0.331919,-0.089562,0.059620,0.091115,-0.090002,0.111291,0.151858
-0.089460,0.157000,0.275514,-0.089228,0.043722,-0.026033,-0.089668,0.151038,0.138842
-0.089126,0.164949,0.284192,-0.088893,0.077506,0.075929,-0.089334,0.103342,0.177891
-0.088792,0.178861,0.329749,-0.088559,0.103342,0.084607,-0.089000,0.117253,0.201755
-0.088458,0.162962,0.271176,-0.088225,0.045709,0.017355,-0.088665,0.085456,0.171383
-0.088123,0.170911,0.308055,-0.087890,0.049684,0.021694,-0.088331,0.059620,0.112809
-0.087789,0.143089,0.273345,-0.087556,0.017886,0.067252,-0.087997,0.135139,0.136672
-0.087455,0.115266,0.297208,-0.087222,0.027823,0.062913,-0.087663,0.107316,0.125825
-0.087121,0.226557,0.232126,-0.086888,0.047696,0.080268,-0.087328,0.121228,0.156197
-0.086787,0.145076,0.258159,-0.086554,0.033785,0.052066,-0.086994,0.075519,0.147520
-0.086453,0.099367,0.264667,-0.086219,0.021861,0.013016,-0.086661,0.083468,0.154028
-0.086118,0.212645,0.288531,-0.085885,0.095392,0.021694,-0.086326,0.119240,0.167044
-0.085784,0.162962,0.334088,-0.085551,0.059620,0.067252,-0.085992,0.127190,0.143181
-0.085450,0.174886,0.255990,-0.085217,0.031797,0.041219,-0.085657,0.125202,0.162705
-0.085116,0.176873,0.275514,-0.084882,0.045709,0.067252,-0.085324,0.125202,0.158367
-0.084781,0.131165,0.305886,-0.084547,0.041734,0.019525,-0.084989,0.107316,0.158367
-0.084447,0.125202,0.290700,-0.084214,0.067570,0.030372,-0.084655,0.141101,0.132334
-0.084113,0.158987,0.266837,-0.083879,0.073532,0.036880,-0.084320,0.087443,0.156197
-0.083779,0.151038,0.288531,-0.083545,0.035772,0.056405,-0.083986,0.097380,0.154028
-0.083445,0.190785,0.275514,-0.083211,0.059620,0.080268,-0.083652,0.107316,0.177891
-0.083110,0.244443,0.273345,-0.082877,0.089430,0.065082,-0.083318,0.099367,0.197416
-0.082776,0.151038,0.245143,-0.082543,0.065582,0.084607,-0.082983,0.115266,0.117148
-0.082443,0.157000,0.216940,-0.082208,0.107316,0.056405,-0.082649,0.141101,0.138842
-0.082108,0.166937,0.203924,-0.081873,0.051671,0.036880,-0.082315,0.143089,0.151858
-0.081774,0.147063,0.240804,-0.081540,0.077506,0.065082,-0.081980,0.085456,0.201755
-0.081440,0.182835,0.305886,-0.081205,0.049684,0.088946,-0.081646,0.135139,0.175722
-0.081106,0.143089,0.279853,-0.080871,0.041734,0.039049,-0.081312,0.135139,0.214771
-0.080771,0.111291,0.282023,-0.080536,0.057633,-0.013016,-0.080978,0.133152,0.147520
-0.080437,0.172899,0.262498,-0.080203,0.025835,0.075929,-0.080643,0.081481,0.175722
-0.080103,0.188797,0.301547,-0.079869,0.097380,0.023863,-0.080309,0.147063,0.149689
-0.079769,0.178861,0.284192,-0.079534,0.021861,0.056405,-0.079975,0.113278,0.119317
-0.079434,0.186810,0.247312,-0.079199,0.099367,0.047727,-0.079641,0.170911,0.177891
-0.079100,0.157000,0.251651,-0.078865,0.095392,0.075929,-0.079306,0.115266,0.138842
-0.078766,0.166937,0.284192,-0.078531,0.063595,0.108470,-0.078972,0.081481,0.143181
-0.078432,0.204696,0.269006,-0.078196,0.019873,0.080268,-0.078638,0.091418,0.201755
-0.078097,0.186810,0.297208,-0.077862,0.079494,0.104131,-0.078304,0.051671,0.132334
-0.077764,0.174886,0.284192,-0.077528,0.037759,0.036880,-0.077969,0.099367,0.141011
-0.077430,0.153025,0.271176,-0.077194,0.019873,0.073760,-0.077635,0.190785,0.062913
-0.077095,0.210658,0.266837,-0.076859,0.071544,0.084607,-0.077301,0.097380,0.156197
-0.076761,0.151038,0.338427,-0.076525,0.071544,0.049896,-0.076967,0.145076,0.138842
-0.076427,0.184823,0.329749,-0.076191,0.075519,0.047727,-0.076632,0.105329,0.203924
-0.076093,0.113278,0.329749,-0.075857,0.065582,0.078099,-0.076298,0.168924,0.169214
-0.075758,0.145076,0.329749,-0.075522,0.089430,0.034710,-0.075964,0.129177,0.078099
-0.075424,0.188797,0.288531,-0.075188,0.061608,0.047727,-0.075630,0.141101,0.143181
-0.075090,0.176873,0.310225,-0.074854,0.097380,0.065082,-0.075295,0.135139,0.193077
-0.074756,0.212645,0.227787,-0.074520,0.093405,0.058574,-0.074961,0.089430,0.195246
-0.074421,0.190785,0.273345,-0.074185,0.097380,0.056405,-0.074627,0.125202,0.167044
-0.074087,0.190785,0.255990,-0.073851,0.065582,0.095454,-0.074293,0.115266,0.180061
-0.073753,0.170911,0.284192,-0.073517,0.085456,0.047727,-0.073959,0.047696,0.167044
-0.073419,0.158987,0.292870,-0.073183,0.035772,-0.008678,-0.073624,0.125202,0.123656
-0.073084,0.164949,0.275514,-0.072848,0.095392,0.071590,-0.073290,0.170911,0.167044
-0.072750,0.131165,0.258159,-0.072514,0.093405,0.071590,-0.072956,0.155013,0.132334
-0.072416,0.151038,0.282023,-0.072180,0.091418,0.069421,-0.072622,0.099367,0.147520
-0.072082,0.133152,0.240804,-0.071846,0.085456,0.067252,-0.072287,0.123215,0.141011
-0.071747,0.176873,0.260329,-0.071511,0.109304,0.034710,-0.071953,0.129177,0.110640
-0.071414,0.162962,0.288531,-0.071177,0.063595,0.110640,-0.071619,0.149051,0.171383
-0.071079,0.155013,0.279853,-0.070843,0.089430,0.054235,-0.071285,0.101354,0.114978
-0.070745,0.151038,0.260329,-0.070509,0.119240,0.082437,-0.070950,0.133152,0.130164
-0.070411,0.129177,0.308055,-0.070174,0.091418,0.039049,-0.070616,0.139114,0.184399
-0.070077,0.153025,0.253820,-0.069840,0.071544,0.104131,-0.070282,0.121228,0.141011
-0.069743,0.153025,0.234296,-0.069506,0.093405,0.062913,-0.069948,0.135139,0.143181
-0.069408,0.151038,0.312394,-0.069171,0.075519,0.062913,-0.069613,0.164949,0.143181
-0.069074,0.123215,0.275514,-0.068837,0.097380,-0.006508,-0.069279,0.125202,0.158367
-0.068740,0.129177,0.297208,-0.068503,0.103342,0.071590,-0.068945,0.089430,0.216940
-0.068406,0.180848,0.284192,-0.068169,0.095392,0.034710,-0.068611,0.115266,0.145350
-0.068071,0.147063,0.255990,-0.067834,0.039747,0.058574,-0.068276,0.123215,0.175722
-0.067737,0.166937,0.305886,-0.067500,0.107316,0.132334,-0.067942,0.115266,0.108470
-0.067403,0.143089,0.258159,-0.067166,0.061608,0.080268,-0.067608,0.147063,0.112809
-0.067069,0.117253,0.297208,-0.066832,0.123215,-0.002169,-0.067274,0.131165,0.177891
-0.066734,0.133152,0.282023,-0.066497,0.089430,0.056405,-0.066939,0.127190,0.125825
-0.066400,0.170911,0.245143,-0.066163,0.093405,0.056405,-0.066605,0.143089,0.119317
-0.066066,0.158987,0.245143,-0.065829,0.101354,0.054235,-0.066271,0.157000,0.110640
-0.065732,0.125202,0.297208,-0.065495,0.071544,0.036880,-0.065937,0.160975,0.132334
-0.065397,0.168924,0.295039,-0.065160,0.147063,0.073760,-0.065602,0.162962,0.173552
-0.065063,0.164949,0.258159,-0.064826,0.059620,0.060743,-0.065956,0.158987,0.114978
-0.064729,0.164949,0.266837,-0.064492,0.055646,0.015186,-0.065622,0.111291,0.158367
-0.064395,0.168924,0.271176,-0.064158,0.123215,0.004339,-0.064600,0.121228,0.173552
-0.064061,0.157000,0.301547,-0.063823,0.103342,0.006508,-0.064265,0.121228,0.091115
-0.063726,0.145076,0.269006,-0.063489,0.125202,0.030372,-0.064619,0.149051,0.145350
-0.063392,0.194759,0.255990,-0.063155,0.141101,0.088946,-0.064285,0.111291,0.108470
-0.063058,0.182835,0.282023,-0.062821,0.073532,0.075929,-0.063951,0.157000,0.112809
-0.062724,0.164949,0.234296,-0.062486,0.095392,0.032541,-0.063616,0.107316,0.132334
-0.062390,0.149051,0.225618,-0.062152,0.073532,0.086776,-0.063282,0.113278,0.164875
-0.062055,0.157000,0.255990,-0.061818,0.105329,0.000000,-0.062948,0.107316,0.158367
-0.061721,0.147063,0.264667,-0.061484,0.145076,0.065082,-0.062613,0.164949,0.147520
-0.061387,0.184823,0.216940,-0.061149,0.143089,0.056405,-0.062279,0.073532,0.199585
-0.061053,0.176873,0.242973,-0.060815,0.139114,0.006508,-0.061945,0.127190,0.147520
