"2006d222_05h46m53s_Cont_mike_3C123.csv",,,,
"This .csv file was written on",07/08/14,09:51:47,,
"Object"," 3C123 ",,,
,,,,
-0.314829,0.416,0.507,589,-0.000352
-0.315181,0.428,0.528,590,0.000329
-0.314852,0.489,0.635,591,0.000334
-0.314518,0.464,0.595,592,0.000338
-0.314180,0.485,0.551,593,0.000334
-0.313846,0.456,0.547,594,0.000330
-0.313516,0.51,0.563,595,0.000333
-0.313183,0.531,0.504,596,0.001025
-0.312158,0.513,0.476,597,0.000334
-0.311824,0.51,0.471,598,0.000329
-0.311495,0.465,0.628,599,0.000334
-0.311161,0.492,0.617,600,0.000338
-0.310823,0.498,0.644,601,0.000334
-0.310489,0.487,0.598,602,0.000330
-0.310159,0.586,0.637,603,0.000333
-0.309826,0.551,0.632,604,0.000339
-0.309487,0.502,0.619,605,0.000334
-0.309153,0.543,0.761,606,0.000329
-0.308824,0.529,0.522,607,0.001020
-0.307804,0.561,0.475,608,0.000338
-0.307466,0.485,0.533,609,0.000334
-0.307132,0.41,0.494,610,0.000330
-0.306802,0.543,0.57,611,0.000334
-0.306468,0.505,0.627,612,0.000338
-0.306130,0.465,0.704,613,0.000334
-0.305796,0.494,0.568,614,0.000329
-0.305467,0.595,0.54,615,0.000334
-0.305133,0.601,0.651,616,0.000338
-0.304795,0.667,0.739,617,0.000334
-0.304461,0.587,0.586,618,0.000330
-0.304131,0.599,0.512,619,0.000334
-0.303797,0.611,0.711,620,0.000338
-0.303459,0.546,0.542,621,0.000334
-0.303125,0.531,0.702,622,0.000334
-0.302791,0.503,0.73,623,0.000329
-0.302462,0.541,0.7,624,0.000338
-0.302124,0.536,0.623,625,0.000334
-0.301790,0.493,0.646,626,0.000334
-0.301456,0.543,0.75,627,0.000329
-0.301127,0.499,0.627,628,0.000339
-0.300788,0.503,0.615,629,0.000334
-0.300454,0.471,0.62,630,0.000333
-0.300121,0.476,0.658,631,0.000330
-0.299791,0.55,0.714,632,0.000338
-0.299453,0.494,0.577,633,0.000334
-0.299119,0.516,0.627,634,0.000334
-0.298785,0.617,0.608,635,0.000334
-0.298451,0.51,0.617,636,0.000334
-0.298117,0.646,0.713,637,0.000338
-0.297779,0.646,0.727,638,0.000329
-0.297450,0.584,0.664,639,0.000334
-0.297116,0.627,0.696,640,0.000334
-0.296782,0.574,0.676,641,0.000338
-0.296444,0.522,0.604,642,0.000330
-0.296114,0.647,0.655,643,0.000334
-0.295780,0.553,0.6,644,0.000333
-0.295447,0.539,0.561,645,0.000339
-0.295108,0.555,0.757,646,0.000329
-0.294779,0.577,0.706,647,0.000334
-0.294445,0.56,0.856,648,0.000334
-0.294111,0.579,0.736,649,0.000338
-0.293773,0.549,0.703,650,0.000330
-0.293443,0.635,0.74,651,0.000334
-0.293109,0.581,0.706,652,0.000333
-0.292776,0.589,0.756,653,0.000339
-0.292437,0.598,0.734,654,0.000329
-0.292108,0.563,0.72,655,0.000334
-0.291774,0.577,0.715,656,0.000334
-0.291440,0.609,0.708,657,0.000334
-0.291106,0.644,0.821,658,0.000334
-0.290772,0.533,0.74,659,0.000333
-0.290439,0.512,0.717,660,0.000334
-0.290105,0.517,0.722,661,0.000339
-0.289766,0.501,0.816,662,0.000329
-0.289437,0.589,0.885,663,0.000329
-0.289108,0.608,0.816,664,0.000339
-0.288769,0.629,0.703,665,0.000334
-0.288435,0.708,0.719,666,-0.000353
-0.288788,0.699,0.711,667,0.001016
-0.287772,0.665,0.755,668,0.000338
-0.287434,0.735,0.832,669,0.000334
-0.287100,0.655,0.737,670,-0.000352
-0.287452,0.622,0.77,671,0.000329
-0.287123,0.613,0.815,672,0.001020
-0.286103,0.614,0.747,673,0.000338
-0.285765,0.67,0.751,674,-0.000352
-0.286117,0.641,0.823,675,0.000330
-0.285787,0.645,0.843,676,0.000333
-0.285454,0.635,0.693,677,0.000339
-0.285115,0.688,0.684,678,0.000334
-0.284781,0.709,0.795,679,0.000329
-0.284452,0.68,0.71,680,0.000334
-0.284118,0.666,0.695,681,0.000338
-0.283780,0.699,0.698,682,0.000334
-0.283446,0.696,0.724,683,0.000329
-0.283117,0.753,0.786,684,0.000334
-0.282783,0.658,0.733,685,0.000339
-0.282444,0.672,0.751,686,0.000333
-0.282111,0.655,0.806,687,0.000330
-0.281781,0.641,0.815,688,0.000334
-0.281447,0.739,0.882,689,0.000338
-0.281109,0.694,0.875,690,0.000334
-0.280775,0.709,0.795,691,0.000329
-0.280446,0.733,0.876,692,0.000334
-0.280112,0.698,0.816,693,0.000338
-0.279774,0.73,0.813,694,0.000334
-0.279440,0.749,0.887,695,0.000330
-0.279110,0.724,0.823,696,0.000334
-0.278776,0.714,0.818,697,0.000338
-0.278438,0.769,0.795,698,0.000334
-0.278104,0.727,0.869,699,0.000329
-0.277775,0.734,0.921,700,0.000334
-0.277441,0.809,0.852,701,0.000338
-0.277103,0.779,0.907,702,0.000334
-0.276769,0.696,0.875,703,0.000330
-0.276439,0.717,0.845,704,0.000334
-0.276105,0.741,0.978,705,0.000338
-0.275767,0.756,0.936,706,0.000334
-0.275433,0.738,0.845,707,0.000329
-0.275104,0.759,0.915,708,0.000334
-0.274770,0.786,0.909,709,0.000338
-0.274432,0.8,1.028,710,0.000334
-0.274098,0.724,0.947,711,0.000330
-0.273768,0.722,0.93,712,0.000333
-0.273435,0.625,0.926,713,0.000339
-0.273096,0.671,0.925,714,0.000334
-0.272762,0.791,1.013,715,0.000329
-0.272433,0.768,0.983,716,0.000334
-0.272099,0.863,0.908,717,0.000338
-0.271761,0.846,0.923,718,0.000334
-0.271427,0.837,0.914,719,0.000334
-0.271093,0.717,0.899,720,0.000329
-0.270764,0.739,0.973,721,0.000339
-0.270425,0.688,0.846,722,0.000338
-0.270087,0.713,0.84,723,0.000329
-0.269758,0.696,0.856,724,0.000334
-0.269424,0.859,0.863,725,0.000334
-0.269090,0.877,1.033,726,0.000338
-0.268752,0.878,0.96,727,0.000330
-0.268422,0.891,0.938,728,0.000334
-0.268088,0.83,0.903,729,0.000333
-0.267755,0.798,0.928,730,0.000339
-0.267416,0.787,1.011,731,0.000329
-0.267087,0.786,0.958,732,0.000330
-0.266757,0.801,0.959,733,0.000338
-0.266419,0.79,0.977,734,0.000338
-0.266081,0.748,0.978,735,0.000330
-0.265751,0.905,1.092,736,0.000329
-0.265422,0.751,0.995,737,0.000338
-0.265084,0.772,0.985,738,0.000334
-0.264750,0.869,0.978,739,0.000334
-0.264416,0.862,0.888,740,0.000330
-0.264086,0.913,0.976,741,0.000338
-0.263748,0.88,1.069,742,0.000334
-0.263414,0.88,0.934,743,0.000334
-0.263080,0.825,1.08,744,0.000329
-0.262751,0.858,1.078,745,0.000338
-0.262413,0.853,1.055,746,0.000334
-0.262079,0.901,1.003,747,0.000334
-0.261745,0.829,0.941,748,0.000329
-0.261416,0.891,0.93,749,0.000339
-0.261077,0.936,0.925,750,0.000334
-0.260743,0.845,0.923,751,0.000333
-0.260410,0.886,1.055,752,0.000330
-0.260080,0.966,0.933,753,0.000338
-0.259742,0.867,0.956,754,0.000334
-0.259408,0.886,0.965,755,0.000334
-0.259074,0.809,1.018,756,0.000329
-0.258745,0.921,1.141,757,0.000339
-0.258406,0.896,1.014,758,0.000334
-0.258072,0.881,1.129,759,0.000329
-0.257743,0.853,1.127,760,0.000334
-0.257409,0.936,1.12,761,0.000338
-0.257071,0.988,1.18,762,0.000334
-0.256737,0.927,1.119,763,0.000334
-0.256403,0.909,1.06,764,0.000329
-0.256074,0.895,1.072,765,0.000339
-0.255735,0.914,1.091,766,0.000333
-0.255402,0.957,1.097,767,0.000330
-0.255072,0.997,1.119,768,-0.000353
-0.255425,0.91,1.073,769,0.001025
-0.254400,0.908,1.067,770,0.000334
-0.254066,0.99,1.05,771,-0.000353
-0.254419,0.922,1.075,772,0.000330
-0.254089,0.905,1.064,773,0.001024
-0.253065,0.906,1.023,774,-0.000352
-0.253417,0.898,1.082,775,0.000334
-0.253083,0.931,1.108,776,0.000329
-0.252754,0.921,1.094,777,0.000339
-0.252415,0.952,1.191,778,0.000333
-0.252082,0.954,1.16,779,0.000330
-0.251752,0.859,1.205,780,0.000334
-0.251418,0.895,1.136,781,0.000334
-0.251084,0.921,1.157,782,0.000338
-0.250746,1.052,1.269,783,0.001020
-0.249726,0.989,1.185,784,0.000330
-0.249396,1.003,1.085,785,0.000333
-0.249063,0.96,1.075,786,0.000339
-0.248724,0.988,1.073,787,0.000334
-0.248390,1.022,1.164,788,0.000329
-0.248061,1.027,1.13,789,0.000338
-0.247723,1.041,1.142,790,0.000334
-0.247389,1.044,1.218,791,0.000334
-0.247055,1.063,1.152,792,0.000329
-0.246726,1.108,1.265,793,0.001025
-0.245701,1.054,1.198,794,0.000334
-0.245367,1.051,1.13,795,0.000334
-0.245033,1.057,1.129,796,0.000329
-0.244704,1.06,1.114,797,0.000338
-0.244366,0.996,1.15,798,0.000334
-0.244032,1.065,1.222,799,0.000334
-0.243698,1.036,1.145,800,0.000329
-0.243369,1.032,1.138,801,0.000339
-0.243030,1.026,1.212,802,0.000338
-0.242692,1.023,1.178,803,0.000329
-0.242363,1.05,1.318,804,0.000330
-0.242033,1.057,1.231,805,0.000338
-0.241695,1.042,1.281,806,0.000339
-0.241356,1.148,1.253,807,0.000329
-0.241027,1.145,1.236,808,0.000329
-0.240698,1.183,1.356,809,0.000339
-0.240359,1.136,1.255,810,0.000338
-0.240021,1.105,1.234,811,0.000329
-0.239692,1.086,1.304,812,0.000330
-0.239362,1.131,1.27,813,0.000338
-0.239024,1.135,1.29,814,0.000338
-0.238686,1.131,1.204,815,0.000330
-0.238356,1.134,1.216,816,0.000329
-0.238027,1.086,1.152,817,0.000339
-0.237688,1.135,1.22,818,0.000334
-0.237354,1.132,1.279,819,0.000333
-0.237021,1.097,1.192,820,0.000330
-0.236691,1.126,1.243,821,0.000338
-0.236353,1.094,1.347,822,0.000334
-0.236019,1.088,1.331,823,0.000334
-0.235685,1.13,1.243,824,0.000329
-0.235356,1.142,1.335,825,0.000339
-0.235017,1.126,1.28,826,0.000333
-0.234684,1.139,1.224,827,0.000334
-0.234350,1.16,1.24,828,0.000330
-0.234020,1.154,1.316,829,0.000338
-0.233682,1.225,1.326,830,0.000334
-0.233348,1.207,1.417,831,0.000334
-0.233014,1.201,1.43,832,0.000329
-0.232685,1.161,1.404,833,0.000338
-0.232347,1.145,1.359,834,0.000334
-0.232013,1.256,1.424,835,0.000334
-0.231679,1.153,1.375,836,0.000330
-0.231349,1.153,1.343,837,0.000338
-0.231011,1.148,1.328,838,0.000334
-0.230677,1.134,1.341,839,0.000334
-0.230343,1.133,1.392,840,0.000329
-0.230014,1.134,1.316,841,0.000338
-0.229676,1.151,1.304,842,0.000334
-0.229342,1.139,1.296,843,0.000334
-0.229008,1.129,1.22,844,0.000329
-0.228679,1.275,1.334,845,0.000339
-0.228340,1.199,1.345,846,0.000334
-0.228006,1.194,1.327,847,0.000334
-0.227672,1.297,1.279,848,0.000329
-0.227343,1.277,1.298,849,0.000338
-0.227005,1.24,1.31,850,-0.000352
-0.227357,1.277,1.508,851,0.001020
-0.226337,1.258,1.413,852,0.000329
-0.226008,1.234,1.412,853,0.000339
-0.225669,1.216,1.532,854,-0.000353
-0.226022,1.209,1.484,855,0.001016
-0.225006,1.248,1.502,856,0.000334
-0.224672,1.243,1.422,857,-0.000348
-0.225020,1.217,1.425,858,0.000334
-0.224686,1.229,1.424,859,0.000329
-0.224357,1.219,1.412,860,0.000334
-0.224023,1.273,1.519,861,0.000338
-0.223685,1.227,1.438,862,0.000334
-0.223351,1.135,1.423,863,0.000330
-0.223021,1.158,1.402,864,0.000334
-0.222687,1.233,1.427,865,0.000338
-0.222349,1.25,1.497,866,0.000334
-0.222015,1.189,1.417,867,0.000329
-0.221686,1.198,1.418,868,0.000334
-0.221352,1.178,1.441,869,0.000338
-0.221014,1.192,1.418,870,0.000334
-0.220680,1.349,1.471,871,0.000329
-0.220351,1.34,1.472,872,0.000334
-0.220017,1.21,1.517,873,0.000339
-0.219678,1.344,1.364,874,0.000334
-0.219344,1.366,1.325,875,0.000329
-0.219015,1.31,1.358,876,0.000334
-0.218681,1.34,1.526,877,0.000338
-0.218343,1.341,1.454,878,0.000334
-0.218009,1.338,1.478,879,0.000334
-0.217675,1.316,1.529,880,0.000329
-0.217346,1.382,1.555,881,0.000339
-0.217007,1.464,1.649,882,0.000338
-0.216669,1.418,1.48,883,0.000329
-0.216340,1.39,1.527,884,0.000334
-0.216006,1.318,1.568,885,0.000334
-0.215672,1.298,1.545,886,0.000338
-0.215334,1.339,1.504,887,0.000330
-0.215004,1.301,1.487,888,0.000334
-0.214670,1.317,1.53,889,0.000338
-0.214332,1.283,1.494,890,0.000334
-0.213998,1.304,1.491,891,0.000329
-0.213669,1.316,1.6,892,0.000334
-0.213335,1.416,1.587,893,0.000338
-0.212997,1.39,1.568,894,0.000330
-0.212667,1.403,1.639,895,0.000334
-0.212333,1.414,1.655,896,0.000334
-0.211999,1.443,1.66,897,0.000338
-0.211661,1.398,1.697,898,0.000329
-0.211332,1.34,1.719,899,0.000330
-0.211002,1.352,1.639,900,0.000338
-0.210664,1.29,1.623,901,0.000334
-0.210330,1.302,1.472,902,0.000334
-0.209996,1.353,1.677,903,0.000329
-0.209667,1.372,1.445,904,0.000338
-0.209329,1.46,1.569,905,0.000334
-0.208995,1.458,1.587,906,0.000334
-0.208661,1.447,1.564,907,0.000330
-0.208331,1.536,1.696,908,0.000338
-0.207993,1.441,1.655,909,0.000334
-0.207659,1.311,1.618,910,0.000334
-0.207325,1.428,1.518,911,0.000329
-0.206996,1.399,1.678,912,0.000334
-0.206662,1.504,1.8,913,0.000338
-0.206324,1.439,1.67,914,0.000334
-0.205990,1.45,1.656,915,0.000329
-0.205661,1.548,1.649,916,0.000334
-0.205327,1.512,1.653,917,0.000339
-0.204988,1.453,1.691,918,0.000334
-0.204654,1.428,1.562,919,0.000329
-0.204325,1.431,1.574,920,0.000334
-0.203991,1.394,1.75,921,0.000338
-0.203653,1.427,1.704,922,0.000334
-0.203319,1.452,1.811,923,0.000329
-0.202990,1.429,1.803,924,0.000334
-0.202656,1.537,1.755,925,0.000339
-0.202317,1.537,1.566,926,0.000333
-0.201984,1.472,1.542,927,0.000330
-0.201654,1.406,1.508,928,0.000338
-0.201316,1.536,1.635,929,0.000334
-0.200982,1.45,1.547,930,0.000334
-0.200648,1.448,1.616,931,0.000329
-0.200319,1.472,1.661,932,0.000338
-0.199981,1.5,1.726,933,0.000334
-0.199647,1.486,1.78,934,0.000330
-0.199317,1.428,1.688,935,0.000334
-0.198983,1.492,1.772,936,0.000338
-0.198645,1.463,1.763,937,0.000334
-0.198311,1.474,1.732,938,0.000329
-0.197982,1.57,1.819,939,0.000334
-0.197648,1.551,1.84,940,0.000338
-0.197310,1.51,1.764,941,0.000334
-0.196976,1.51,1.685,942,0.000330
-0.196646,1.52,1.716,943,0.000334
-0.196312,1.466,1.752,944,0.000338
-0.195974,1.459,1.722,945,0.000334
-0.195640,1.472,1.777,946,0.000329
-0.195311,1.558,1.81,947,0.000334
-0.194977,1.57,1.796,948,0.000338
-0.194639,1.551,1.873,949,0.000334
-0.194305,1.546,1.916,950,0.000330
-0.193975,1.565,1.891,951,0.000333
-0.193642,1.609,1.829,952,0.000339
-0.193303,1.556,1.889,953,-0.000353
-0.193656,1.527,1.839,954,0.000330
-0.193326,1.525,1.981,955,0.000334
-0.192992,1.481,1.838,956,0.000338
-0.192654,1.541,1.835,957,0.000334
-0.192320,1.58,1.789,958,0.000334
-0.191986,1.623,1.853,959,0.000334
-0.191652,1.715,1.914,960,0.000333
-0.191319,1.685,1.803,961,0.000334
-0.190985,1.673,1.829,962,0.000334
-0.190651,1.651,1.799,963,0.000334
-0.190317,1.65,1.816,964,0.000338
-0.189979,1.72,1.912,965,0.000334
-0.189645,1.656,1.846,966,0.000330
-0.189315,1.667,1.848,967,0.000334
-0.188981,1.672,1.889,968,0.001024
-0.187957,1.686,1.866,969,0.000334
-0.187623,1.715,1.908,970,0.000329
-0.187294,1.595,1.856,971,0.000334
-0.186960,1.616,1.851,972,0.000339
-0.186621,1.568,1.85,973,0.000329
-0.186292,1.621,1.898,974,0.000334
-0.185958,1.779,1.924,975,0.000334
-0.185624,1.751,2.009,976,0.000338
-0.185286,1.599,1.759,977,0.000329
-0.184957,1.74,1.829,978,0.001020
-0.183937,1.725,1.822,979,0.000334
-0.183603,1.665,1.823,980,0.000339
-0.183264,1.724,1.992,981,0.000329
-0.182935,1.72,1.941,982,0.000329
-0.182606,1.659,1.961,983,0.000339
-0.182267,1.711,1.908,984,0.000338
-0.181929,1.76,1.957,985,0.000329
-0.181600,1.754,1.978,986,0.000330
-0.181270,1.649,1.904,987,0.000338
-0.180932,1.775,1.858,988,0.000338
-0.180594,1.748,1.856,989,0.000330
-0.180264,1.656,2.02,990,0.000329
-0.179935,1.726,2.135,991,0.000339
-0.179596,1.815,2.085,992,0.000334
-0.179262,1.799,1.941,993,0.000333
-0.178929,1.745,1.934,994,0.000330
-0.178599,1.767,1.976,995,0.000338
-0.178261,1.787,1.999,996,0.000334
-0.177927,1.767,2.019,997,0.000334
-0.177593,1.766,1.904,998,0.000329
-0.177264,1.726,1.931,999,0.000339
-0.176925,1.769,1.961,1000,0.000333
-0.176592,1.765,1.952,1001,0.000330
-0.176262,1.77,2,1002,0.000334
-0.175928,1.776,2.023,1003,0.000338
-0.175590,1.791,2.047,1004,0.000334
-0.175256,1.834,2.02,1005,0.000329
-0.174927,1.817,2.068,1006,0.000334
-0.174593,1.86,2.125,1007,0.000338
-0.174255,1.847,2.036,1008,0.000334
-0.173921,1.808,2.049,1009,0.000330
-0.173591,1.811,2.017,1010,0.000334
-0.173257,1.827,1.95,1011,0.000338
-0.172919,1.842,2.167,1012,-0.000353
-0.173272,1.768,2.014,1013,0.000330
-0.172942,1.804,2.042,1014,0.000334
-0.172608,1.71,2.138,1015,0.000338
-0.172270,1.729,2.099,1016,0.000334
-0.171936,1.78,2.08,1017,0.000329
-0.171607,1.8,2.031,1018,0.000334
-0.171273,1.753,1.95,1019,0.000339
-0.170934,1.824,1.929,1020,0.000334
-0.170600,1.732,1.929,1021,0.000329
-0.170271,1.903,1.987,1022,0.000334
-0.169937,1.756,1.932,1023,0.000338
-0.169599,1.763,2.006,1024,0.000334
-0.169265,1.651,2.043,1025,0.000329
-0.168936,1.702,2.029,1026,0.000334
-0.168602,1.71,1.913,1027,0.000338
-0.168264,1.846,2.149,1028,0.000334
-0.167930,1.759,2.068,1029,0.000330
-0.167600,1.842,2.041,1030,0.000338
-0.167262,1.897,2.119,1031,0.000334
-0.166928,1.898,2.105,1032,0.000334
-0.166594,1.982,2.135,1033,0.000329
-0.166265,1.939,2.066,1034,0.000339
-0.165926,1.964,2.131,1035,0.000333
-0.165593,1.891,2.059,1036,0.000330
-0.165263,1.859,2.128,1037,0.000334
-0.164929,1.898,2.17,1038,0.000338
-0.164591,1.855,2.146,1039,0.000334
-0.164257,1.872,2.104,1040,0.000329
-0.163928,1.844,2.106,1041,0.000334
-0.163594,1.863,2.09,1042,0.000339
-0.163255,1.856,2.221,1043,0.000333
-0.162922,1.829,2.1,1044,0.000330
-0.162592,1.848,2.017,1045,0.000334
-0.162258,1.906,2.001,1046,0.000338
-0.161920,1.889,2.006,1047,0.000334
-0.161586,1.965,2.064,1048,0.000334
-0.161252,1.96,2.059,1049,0.000329
-0.160923,1.906,2.045,1050,0.000338
-0.160585,1.947,2.025,1051,0.000339
-0.160246,1.988,2.018,1052,0.000329
-0.159917,1.964,2.011,1053,0.000334
-0.159583,1.971,2.179,1054,0.000338
-0.159245,1.952,2.176,1055,0.000334
-0.158911,1.956,2.214,1056,0.000329
-0.158582,1.973,2.198,1057,0.000334
-0.158248,1.942,2.204,1058,0.000339
-0.157909,1.953,2.33,1059,0.000329
-0.157580,1.995,2.299,1060,0.000334
-0.157246,1.982,2.253,1061,0.000334
-0.156912,1.985,2.269,1062,0.000338
-0.156574,1.955,2.265,1063,0.000330
-0.156244,1.991,2.379,1064,0.000329
-0.155915,1.929,2.329,1065,0.000338
-0.155577,1.911,2.32,1066,0.000339
-0.155238,1.929,2.24,1067,0.000329
-0.154909,1.951,2.288,1068,0.000329
-0.154580,1.946,2.302,1069,0.000339
-0.154241,2.013,2.215,1070,0.000334
-0.153907,2.035,2.183,1071,0.000334
-0.153573,1.964,2.247,1072,0.000329
-0.153244,1.976,2.184,1073,0.000338
-0.152906,2.109,2.27,1074,0.000339
-0.152567,1.988,2.292,1075,0.000329
-0.152238,1.953,2.225,1076,0.000329
-0.151909,1.909,2.247,1077,0.000339
-0.151570,1.94,2.27,1078,0.000333
-0.151237,1.912,2.272,1079,0.000334
-0.150903,1.933,2.533,1080,0.000330
-0.150573,1.899,2.389,1081,0.000338
-0.150235,1.915,2.4,1082,0.000334
-0.149901,1.913,2.275,1083,0.000329
-0.149572,2.018,2.291,1084,0.000334
-0.149238,2.025,2.42,1085,0.000339
-0.148899,2.041,2.211,1086,0.000334
-0.148565,2.058,2.117,1087,0.000329
-0.148236,2.002,2.36,1088,0.000334
-0.147902,1.994,2.186,1089,0.000338
-0.147564,2.069,2.253,1090,0.000334
-0.147230,2.035,2.181,1091,0.000329
-0.146901,2.045,2.163,1092,0.000334
-0.146567,2.076,2.227,1093,0.000339
-0.146228,2.052,2.306,1094,0.000333
-0.145895,2.058,2.346,1095,0.000330
-0.145565,2.082,2.324,1096,0.000334
-0.145231,2.064,2.296,1097,0.000338
-0.144893,2.031,2.299,1098,0.000334
-0.144559,2.086,2.301,1099,0.000329
-0.144230,2.107,2.35,1100,0.000334
-0.143896,2.102,2.325,1101,0.000338
-0.143558,2.115,2.354,1102,0.000334
-0.143224,2.094,2.35,1103,0.000330
-0.142894,2.105,2.399,1104,0.000334
-0.142560,2.121,2.426,1105,0.000338
-0.142222,2.267,2.509,1106,0.000329
-0.141893,2.244,2.444,1107,0.000334
-0.141559,2.257,2.452,1108,0.000334
-0.141225,2.245,2.389,1109,0.000338
-0.140887,2.177,2.395,1110,0.000330
-0.140557,2.219,2.474,1111,0.000334
-0.140223,2.2,2.308,1112,0.000333
-0.139890,2.19,2.286,1113,0.000339
-0.139551,2.148,2.338,1114,0.000329
-0.139222,2.191,2.322,1115,0.000334
-0.138888,2.23,2.447,1116,0.000338
-0.138550,2.088,2.329,1117,0.000334
-0.138216,2.115,2.341,1118,0.000330
-0.137886,2.116,2.381,1119,0.000333
-0.137553,2.134,2.342,1120,0.000339
-0.137214,2.107,2.439,1121,0.000334
-0.136880,2.07,2.388,1122,0.000329
-0.136551,2.004,2.421,1123,-0.000352
-0.136903,2.078,2.349,1124,0.001024
-0.135879,2.083,2.36,1125,-0.000352
-0.136231,2.168,2.344,1126,0.000329
-0.135902,2.217,2.478,1127,0.000334
-0.135568,2.179,2.387,1128,0.000339
-0.135229,2.093,2.331,1129,0.000333
-0.134896,2.097,2.309,1130,0.000330
-0.134566,2.087,2.357,1131,0.000338
-0.134228,2.131,2.327,1132,0.000334
-0.133894,2.173,2.316,1133,0.000334
-0.133560,2.181,2.393,1134,0.000329
-0.133231,2.161,2.399,1135,0.000339
-0.132892,2.16,2.393,1136,0.000338
-0.132554,2.187,2.494,1137,0.000329
-0.132225,2.107,2.428,1138,0.001020
-0.131205,2.149,2.395,1139,0.000334
-0.130871,2.122,2.407,1140,0.000339
-0.130532,2.178,2.395,1141,0.000329
-0.130203,2.243,2.497,1142,0.000334
-0.129869,2.202,2.428,1143,0.000334
-0.129535,2.198,2.411,1144,0.000338
-0.129197,2.209,2.414,1145,0.000329
-0.128868,2.248,2.453,1146,0.000334
-0.128534,2.077,2.487,1147,0.000334
-0.128200,2.089,2.547,1148,0.001025
-0.127175,2.124,2.385,1149,0.000329
-0.126846,2.154,2.378,1150,0.000334
-0.126512,2.179,2.369,1151,0.000334
-0.126178,2.214,2.355,1152,0.000338
-0.125840,2.198,2.626,1153,0.000330
-0.125510,2.187,2.514,1154,0.000334
-0.125176,2.187,2.534,1155,0.000333
-0.124843,2.222,2.496,1156,0.000334
-0.124509,2.17,2.502,1157,0.000330
-0.124179,2.276,2.634,1158,0.000338
-0.123841,2.29,2.557,1159,0.000334
-0.123507,2.27,2.512,1160,0.000334
-0.123173,2.216,2.608,1161,0.000329
-0.122844,2.231,2.668,1162,0.000338
-0.122506,2.277,2.645,1163,0.000334
-0.122172,2.239,2.592,1164,0.000334
-0.121838,2.215,2.584,1165,0.000330
-0.121508,2.289,2.566,1166,0.000338
-0.121170,2.238,2.445,1167,0.000334
-0.120836,2.309,2.654,1168,0.000334
-0.120502,2.301,2.471,1169,0.000329
-0.120173,2.301,2.413,1170,0.000338
-0.119835,2.243,2.496,1171,0.000334
-0.119501,2.23,2.569,1172,0.000334
-0.119167,2.302,2.624,1173,0.000329
-0.118838,2.276,2.578,1174,0.000339
-0.118499,2.24,2.549,1175,0.000334
-0.118165,2.279,2.616,1176,0.000334
-0.117831,2.273,2.588,1177,0.000329
-0.117502,2.277,2.591,1178,0.000338
-0.117164,2.368,2.749,1179,0.000334
-0.116830,2.406,2.621,1180,0.000329
-0.116501,2.386,2.51,1181,0.000334
-0.116167,2.375,2.472,1182,0.000339
-0.115828,2.377,2.496,1183,0.000334
-0.115494,2.287,2.614,1184,0.000329
-0.115165,2.289,2.527,1185,0.000334
-0.114831,2.3,2.654,1186,0.000338
-0.114493,2.265,2.643,1187,0.000334
-0.114159,2.273,2.654,1188,0.000329
-0.113830,2.381,2.739,1189,0.000334
-0.113496,2.298,2.582,1190,0.000339
-0.113157,2.19,2.553,1191,0.000333
-0.112824,2.245,2.616,1192,0.000330
-0.112494,2.338,2.682,1193,0.000334
-0.112160,2.315,2.627,1194,0.000338
-0.111822,2.278,2.633,1195,-0.000352
-0.112174,2.323,2.655,1196,0.001015
-0.111159,2.374,2.605,1197,0.000334
-0.110825,2.381,2.6,1198,0.000339
-0.110486,2.423,2.653,1199,0.000333
-0.110153,2.394,2.658,1200,0.000330
-0.109823,2.369,2.72,1201,-0.000348
-0.110171,2.404,2.709,1202,0.000334
-0.109837,2.373,2.601,1203,0.001020
-0.108817,2.321,2.619,1204,-0.000357
-0.109174,2.432,2.698,1205,0.001025
-0.108149,2.396,2.608,1206,-0.000353
-0.108502,2.399,2.696,1207,0.000330
-0.108172,2.31,2.701,1208,0.000333
-0.107839,2.27,2.703,1209,0.000339
-0.107500,2.324,2.764,1210,0.000334
-0.107166,2.41,2.68,1211,0.000329
-0.106837,2.375,2.639,1212,0.000334
-0.106503,2.359,2.611,1213,0.000338
-0.106165,2.43,2.6,1214,0.000334
-0.105831,2.458,2.712,1215,0.000330
-0.105501,2.392,2.623,1216,0.000338
-0.105163,2.472,2.616,1217,0.000334
-0.104829,2.5,2.659,1218,0.000334
-0.104495,2.436,2.642,1219,0.000333
-0.104162,2.48,2.71,1220,0.000334
-0.103828,2.445,2.683,1221,0.000339
-0.103489,2.352,2.674,1222,0.000334
-0.103155,2.397,2.725,1223,0.000329
-0.102826,2.382,2.754,1224,0.000334
-0.102492,2.365,2.701,1225,0.000338
-0.102154,2.408,2.767,1226,0.000329
-0.101825,2.397,2.649,1227,0.000334
-0.101491,2.356,2.665,1228,0.000334
-0.101157,2.394,2.663,1229,0.000338
-0.100819,2.367,2.617,1230,0.000330
-0.100489,2.405,2.737,1231,0.000329
-0.100160,2.331,2.683,1232,0.000339
-0.099821,2.348,2.646,1233,0.000338
-0.099483,2.362,2.63,1234,0.000329
-0.099154,2.385,2.653,1235,0.000334
-0.098820,2.443,2.736,1236,0.000334
-0.098486,2.44,2.685,1237,0.000338
-0.098148,2.402,2.773,1238,0.000330
