"2006d222_05h46m53s_Cont_mike_3C123.csv",,,,
"This .csv file was written on",07/08/14,09:51:47,,
"Object"," 3C123 ",,,
,,,,
0.119214,1.789,2.087,1887,0.000333
0.119547,1.743,1.969,1888,0.000330
0.119877,1.812,1.989,1889,0.000338
0.120215,1.722,1.989,1890,0.000338
0.120553,1.744,2.022,1891,0.000330
0.120883,1.768,2.028,1892,0.000334
0.121217,1.777,2.102,1893,0.000334
0.121551,1.759,2.081,1894,-0.000348
0.121203,1.792,2.069,1895,0.001015
0.122218,1.746,2.108,1896,0.000330
0.122548,1.77,2.062,1897,-0.000348
0.122200,1.763,2.089,1898,0.000338
0.122538,1.738,2.097,1899,0.000330
0.122868,1.734,2.081,1900,0.000329
0.123197,1.72,2.103,1901,0.000338
0.123535,1.731,2.099,1902,0.000334
0.123869,1.682,2.121,1903,0.000334
0.124203,1.68,2.163,1904,0.000330
0.124533,1.672,2.172,1905,0.000338
0.124871,1.656,2.157,1906,0.000334
0.125205,1.65,2.135,1907,0.000329
0.125534,1.745,2.059,1908,0.000334
0.125868,1.688,2.118,1909,0.000338
0.126206,1.725,2.033,1910,0.000334
0.126540,1.712,1.96,1911,0.000330
0.126870,1.714,1.968,1912,0.000333
0.127203,1.702,1.915,1913,0.001025
0.128228,1.647,1.882,1914,0.000334
0.128562,1.634,1.976,1915,0.000329
0.128891,1.605,1.966,1916,0.000334
0.129225,1.624,1.984,1917,0.000339
0.129564,1.651,2.025,1918,0.000333
0.129897,1.675,2.041,1919,0.000330
0.130227,1.578,2.048,1920,0.000334
0.130561,1.667,2.014,1921,0.000338
0.130899,1.656,2.041,1922,0.000334
0.131233,1.64,2.069,1923,0.000329
0.131562,1.661,2.006,1924,0.000339
0.131901,1.632,2.02,1925,0.000333
0.132234,1.578,2.095,1926,0.000334
0.132568,1.591,2.033,1927,0.000330
0.132898,1.596,1.924,1928,0.000338
0.133236,1.639,1.899,1929,0.000334
0.133570,1.601,1.913,1930,0.000329
0.133899,1.601,1.9,1931,0.000334
0.134233,1.592,1.886,1932,0.000339
0.134572,1.584,1.89,1933,0.000334
0.134906,1.597,1.902,1934,0.000329
0.135235,1.554,1.93,1935,0.000334
0.135569,1.577,1.992,1936,0.000338
0.135907,1.53,1.98,1937,-0.000352
0.135555,1.48,1.977,1938,0.001015
0.136570,1.549,1.962,1939,0.000334
0.136904,1.525,1.893,1940,0.000339
0.137243,1.449,1.91,1941,0.000333
0.137576,1.538,1.943,1942,0.000330
0.137906,1.548,1.952,1943,0.000334
0.138240,1.562,1.962,1944,0.000338
0.138578,1.572,1.87,1945,0.000334
0.138912,1.567,1.935,1946,0.000329
0.139241,1.508,1.969,1947,0.000334
0.139575,1.508,1.87,1948,0.000339
0.139914,1.521,1.816,1949,0.000333
0.140247,1.544,1.818,1950,0.000330
0.140577,1.567,1.815,1951,0.000334
0.140911,1.53,1.85,1952,0.000338
0.141249,1.616,1.746,1953,0.000334
0.141583,1.522,1.779,1954,0.000329
0.141912,1.538,1.743,1955,0.000339
0.142251,1.494,1.854,1956,0.000333
0.142584,1.521,1.886,1957,0.000334
0.142918,1.476,1.899,1958,0.000330
0.143248,1.473,1.899,1959,-0.000348
0.142900,1.485,1.892,1960,0.001020
0.143920,1.553,1.889,1961,-0.000352
0.143568,1.57,1.845,1962,0.000333
0.143901,1.556,1.893,1963,0.000334
0.144235,1.553,1.848,1964,0.000339
0.144574,1.57,1.861,1965,0.001015
0.145589,1.518,1.856,1966,-0.000352
0.145237,1.534,1.921,1967,0.000334
0.145571,1.53,1.839,1968,0.000338
0.145909,1.498,1.868,1969,0.000329
0.146238,1.502,1.936,1970,0.000334
0.146572,1.484,1.892,1971,0.000339
0.146911,1.422,1.832,1972,0.000334
0.147245,1.449,1.786,1973,0.001015
0.148260,1.461,1.804,1974,-0.000352
0.147908,1.408,1.796,1975,0.000338
0.148246,1.465,1.786,1976,0.000330
0.148576,1.388,1.789,1977,0.000334
0.148910,1.372,1.773,1978,0.001020
0.149930,1.36,1.756,1979,-0.000348
0.149582,1.413,1.712,1980,0.000329
0.149911,1.415,1.728,1981,0.000334
0.150245,1.4,1.708,1982,0.000334
0.150579,1.391,1.708,1983,0.000334
0.150913,1.42,1.687,1984,0.000334
0.151247,1.428,1.744,1985,0.000329
0.151576,1.415,1.774,1986,0.000338
0.151914,1.426,1.821,1987,0.000334
0.152248,1.348,1.766,1988,0.000334
0.152582,1.339,1.765,1989,0.000329
0.152911,1.323,1.789,1990,0.000339
0.153250,1.389,1.779,1991,0.000334
0.153584,1.353,1.672,1992,0.000334
0.153918,1.343,1.654,1993,0.000329
0.154247,1.432,1.623,1994,0.000338
0.154585,1.356,1.637,1995,0.001020
0.155605,1.369,1.604,1996,0.000334
0.155939,1.419,1.627,1997,0.000330
0.156269,1.366,1.615,1998,0.000338
0.156607,1.361,1.7,1999,0.000334
0.156941,1.376,1.681,2000,0.000329
0.157270,1.371,1.669,2001,0.000334
0.157604,1.434,1.712,2002,0.000338
0.157942,1.427,1.636,2003,0.000334
0.158276,1.381,1.558,2004,0.000330
0.158606,1.392,1.628,2005,0.000334
0.158940,1.367,1.556,2006,0.000338
0.159278,1.33,1.607,2007,0.000334
0.159612,1.205,1.557,2008,0.000329
0.159941,1.213,1.576,2009,0.000334
0.160275,1.286,1.547,2010,0.000338
0.160613,1.307,1.548,2011,0.000334
0.160947,1.342,1.583,2012,0.000330
0.161277,1.344,1.565,2013,0.000334
0.161611,1.31,1.566,2014,0.000338
0.161949,1.298,1.614,2015,0.000334
0.162283,1.3,1.608,2016,0.000329
0.162612,1.424,1.608,2017,0.000334
0.162946,1.323,1.663,2018,0.000338
0.163284,1.272,1.61,2019,0.000334
0.163618,1.249,1.614,2020,0.000330
0.163948,1.251,1.598,2021,0.000334
0.164282,1.286,1.537,2022,0.000338
0.164620,1.295,1.612,2023,0.000334
0.164954,1.203,1.571,2024,0.000329
0.165283,1.204,1.487,2025,0.000334
0.165617,1.206,1.584,2026,0.000338
0.165955,1.191,1.564,2027,0.000334
0.166289,1.219,1.479,2028,0.000330
0.166619,1.254,1.419,2029,0.000338
0.166957,1.254,1.54,2030,0.000334
0.167291,1.279,1.436,2031,0.000334
0.167625,1.206,1.53,2032,0.000329
0.167954,1.249,1.58,2033,0.000338
0.168292,1.193,1.595,2034,0.000334
0.168626,1.242,1.489,2035,0.000334
0.168960,1.188,1.574,2036,0.000330
0.169290,1.199,1.478,2037,0.000338
0.169628,1.242,1.485,2038,0.000334
0.169962,1.213,1.489,2039,0.000334
0.170296,1.167,1.604,2040,0.000329
0.170625,1.164,1.591,2041,-0.000348
0.170277,1.133,1.563,2042,0.000334
0.170611,1.165,1.558,2043,0.000334
0.170945,1.13,1.519,2044,0.001015
0.171960,1.095,1.454,2045,-0.000347
0.171613,1.206,1.459,2046,0.000333
0.171946,1.198,1.406,2047,0.001021
0.172967,1.252,1.487,2048,0.000333
0.173300,1.295,1.501,2049,-0.000348
0.172952,1.259,1.384,2050,0.000334
0.173286,1.189,1.384,2051,0.000330
0.173616,1.235,1.363,2052,0.000334
0.173950,1.232,1.398,2053,0.001024
0.174974,1.216,1.514,2054,-0.000357
0.174617,1.036,1.527,2055,0.000334
0.174951,1.19,1.565,2056,0.001020
0.175971,1.134,1.59,2057,-0.000347
0.175624,1.145,1.593,2058,0.000329
0.175953,1.203,1.593,2059,0.000334
0.176287,1.199,1.429,2060,0.000334
0.176621,1.119,1.403,2061,0.000338
0.176959,1.115,1.429,2062,0.000329
0.177288,1.126,1.418,2063,0.000334
0.177622,1.13,1.43,2064,0.001020
0.178642,1.126,1.439,2065,-0.000352
0.178290,1.133,1.384,2066,0.000334
0.178624,1.124,1.42,2067,0.000329
0.178953,1.141,1.396,2068,0.001025
0.179978,1.153,1.521,2069,-0.000348
0.179630,1.117,1.399,2070,0.000329
0.179959,1.151,1.396,2071,0.000330
0.180289,1.134,1.354,2072,0.000338
0.180627,1.124,1.393,2073,0.000334
0.180961,1.068,1.377,2074,0.000334
0.181295,1.138,1.405,2075,0.000329
0.181624,1.05,1.351,2076,0.000338
0.181962,1.135,1.358,2077,0.000334
0.182296,1.099,1.433,2078,0.000334
0.182630,1.116,1.39,2079,0.000330
0.182960,1.102,1.272,2080,0.000338
0.183298,1.056,1.363,2081,0.001020
0.184318,1.022,1.305,2082,-0.000352
0.183966,1.016,1.354,2083,0.000329
0.184295,1.016,1.178,2084,0.000339
0.184634,1.061,1.358,2085,0.000333
0.184967,1.017,1.275,2086,0.000330
0.185297,1.012,1.224,2087,0.000334
0.185631,1.028,1.268,2088,0.000338
0.185969,1.095,1.288,2089,0.000334
0.186303,1.023,1.31,2090,0.000329
0.186632,1.056,1.303,2091,0.000334
0.186966,1.039,1.279,2092,0.000338
0.187304,0.99,1.275,2093,0.000334
0.187638,0.99,1.261,2094,0.000330
0.187968,0.985,1.344,2095,0.000334
0.188302,0.995,1.348,2096,0.000338
0.188640,0.983,1.285,2097,0.000334
0.188974,0.981,1.289,2098,0.001015
0.189989,1.006,1.276,2099,0.000334
0.190323,1.006,1.246,2100,0.000339
0.190662,1.057,1.307,2101,0.000334
0.190996,0.982,1.227,2102,0.000329
0.191325,0.928,1.234,2103,0.000334
0.191659,0.927,1.216,2104,0.000338
0.191997,0.952,1.107,2105,0.000334
0.192331,0.974,1.172,2106,0.000330
0.192661,0.956,1.239,2107,0.000333
0.192994,0.964,1.261,2108,0.000339
0.193333,1.054,1.24,2109,0.000329
0.193662,0.951,1.219,2110,0.000334
0.193996,0.954,1.307,2111,0.000334
0.194330,0.928,1.18,2112,0.000338
0.194668,0.878,1.175,2113,-0.000357
0.194311,0.879,1.197,2114,0.001020
0.195331,0.847,1.31,2115,0.000334
0.195665,0.893,1.308,2116,0.000339
0.196004,0.847,1.271,2117,0.000329
0.196333,0.863,1.223,2118,0.000334
0.196667,0.941,1.23,2119,0.000338
0.197005,0.896,1.213,2120,0.000334
0.197339,0.863,1.199,2121,-0.000357
0.196982,0.872,1.275,2122,0.001020
0.198002,0.849,1.259,2123,-0.000347
0.197655,0.858,1.197,2124,0.001020
0.198675,0.946,1.18,2125,-0.000357
0.198318,0.917,1.242,2126,0.001020
0.199338,0.989,1.251,2127,0.000338
0.199676,0.985,1.16,2128,0.000334
0.200010,0.959,1.167,2129,-0.000352
0.199658,0.909,1.15,2130,0.000334
0.199992,0.909,1.136,2131,0.001020
0.201012,0.941,1.155,2132,-0.000348
0.200664,0.917,1.106,2133,0.000329
0.200993,0.861,1.128,2134,0.000334
0.201327,0.912,1.14,2135,0.000338
0.201665,0.892,1.139,2136,0.000334
0.201999,0.916,1.15,2137,0.000330
0.202329,0.884,1.121,2138,0.000334
0.202663,0.861,1.109,2139,0.000338
0.203001,0.741,1.124,2140,0.000329
0.203330,0.747,0.994,2141,0.000334
0.203664,0.891,1.16,2142,0.000334
0.203998,0.778,1.206,2143,0.000338
0.204336,0.861,1.128,2144,0.000330
0.204666,0.858,1.112,2145,0.000334
0.205000,0.747,1.155,2146,0.000333
0.205333,0.785,1.127,2147,0.000339
0.205672,0.862,1.176,2148,0.001016
0.206688,0.709,1.056,2149,0.000329
0.207017,0.851,1.024,2150,0.000338
0.207355,0.884,1.086,2151,0.000339
0.207694,0.871,1.082,2152,0.000329
0.208023,0.924,1.158,2153,0.000329
0.208352,0.889,1.086,2154,0.000339
0.208691,0.824,1.056,2155,0.000334
0.209025,0.837,1.03,2156,0.000333
0.209358,0.794,1.053,2157,0.000330
0.209688,0.769,1.023,2158,0.000338
0.210026,0.82,1.098,2159,0.000334
0.210360,0.696,1.075,2160,0.000334
0.210694,0.702,1.061,2161,0.000329
0.211023,0.895,1.041,2162,0.000339
0.211362,0.893,1.038,2163,0.000334
0.211696,0.841,1.063,2164,0.000329
0.212025,0.865,1.065,2165,0.000334
0.212359,0.828,1.037,2166,0.000338
0.212697,0.847,1.045,2167,0.000334
0.213031,0.85,1.036,2168,0.000329
0.213360,0.793,0.918,2169,0.000334
0.213694,0.801,0.939,2170,0.000339
0.214033,0.737,0.935,2171,0.000333
0.214366,0.722,1.01,2172,0.000330
0.214696,0.642,1.096,2173,0.000334
0.215030,0.809,1.101,2174,0.000338
0.215368,0.745,1.106,2175,0.000334
0.215702,0.736,1.058,2176,0.000329
0.216031,0.659,1.063,2177,0.000334
0.216365,0.773,0.95,2178,0.000339
0.216704,0.823,1.084,2179,0.000334
0.217038,0.688,0.977,2180,0.000329
0.217367,0.623,1.011,2181,0.000334
0.217701,0.732,1.054,2182,0.000338
0.218039,0.642,1.006,2183,0.000334
0.218373,0.687,1.036,2184,0.000329
0.218702,0.696,1.01,2185,0.000334
0.219036,0.722,1.067,2186,0.000339
0.219375,0.71,0.988,2187,0.000333
0.219708,0.722,0.97,2188,0.000330
0.220038,0.767,0.95,2189,0.000334
0.220372,0.696,0.968,2190,-0.000348
0.220024,0.673,0.975,2191,0.001020
0.221044,0.68,0.948,2192,-0.000357
0.220687,0.72,0.945,2193,0.001020
0.221707,0.744,0.913,2194,0.000339
0.222046,0.744,0.872,2195,0.000333
0.222379,0.743,0.921,2196,-0.000356
0.222023,0.712,1.019,2197,0.000338
0.222361,0.699,1.027,2198,0.000334
0.222695,0.673,0.998,2199,0.000334
0.223029,0.69,1.034,2200,0.001015
0.224044,0.665,0.926,2201,0.000339
0.224383,0.635,0.875,2202,-0.000353
0.224030,0.642,0.832,2203,0.001020
0.225050,0.637,0.816,2204,0.000330
0.225380,0.744,0.797,2205,0.000338
0.225718,0.677,0.801,2206,-0.000352
0.225366,0.687,0.838,2207,0.001015
0.226381,0.721,0.87,2208,-0.000352
0.226029,0.683,0.887,2209,0.001025
0.227054,0.695,0.932,2210,-0.000353
0.226701,0.693,0.917,2211,0.000334
0.227035,0.554,0.91,2212,0.001016
0.228051,0.581,0.875,2213,-0.000348
0.227703,0.565,0.844,2214,0.000334
0.228037,0.667,0.782,2215,0.001020
0.229057,0.624,0.765,2216,-0.000353
0.228704,0.636,0.802,2217,0.000334
0.229038,0.589,0.864,2218,0.000339
0.229377,0.612,0.906,2219,0.000329
0.229706,0.595,0.981,2220,0.000334
0.230040,0.658,0.969,2221,0.000338
0.230378,0.545,0.891,2222,0.000334
0.230712,0.6,0.884,2223,0.000330
0.231042,0.585,0.889,2224,0.000333
0.231375,0.579,0.896,2225,0.000339
0.231714,0.608,0.896,2226,0.000334
0.232048,0.588,0.877,2227,0.000329
0.232377,0.577,0.924,2228,0.000334
0.232711,0.594,0.885,2229,0.000338
0.233049,0.616,0.859,2230,0.000330
0.233379,0.654,0.828,2231,0.000334
0.233713,0.626,0.814,2232,0.001020
0.234733,0.63,0.828,2233,0.000338
0.235071,0.616,0.783,2234,0.000329
0.235400,0.513,0.815,2235,0.000334
0.235734,0.537,0.869,2236,0.000334
0.236068,0.533,0.902,2237,0.000339
0.236407,0.516,0.862,2238,0.000329
0.236736,0.537,0.974,2239,0.000329
0.237065,0.555,0.858,2240,0.000339
0.237404,0.608,0.857,2241,0.000334
0.237738,0.572,0.825,2242,0.000333
0.238071,0.578,0.805,2243,0.000330
0.238401,0.519,0.816,2244,0.000338
0.238739,0.546,0.848,2245,0.000334
0.239073,0.579,0.819,2246,0.000334
0.239407,0.625,0.886,2247,0.000329
0.239736,0.609,0.921,2248,0.000339
0.240075,0.601,0.852,2249,0.000333
0.240408,0.578,0.758,2250,0.000334
0.240742,0.476,0.77,2251,0.000330
0.241072,0.503,0.729,2252,0.000338
0.241410,0.495,0.74,2253,0.000334
0.241744,0.472,0.765,2254,0.000329
0.242073,0.463,0.76,2255,0.000334
0.242407,0.497,0.782,2256,0.000339
0.242746,0.497,0.723,2257,0.000334
0.243080,0.478,0.702,2258,0.000329
0.243409,0.46,0.704,2259,0.000334
0.243743,0.543,0.716,2260,0.000338
0.244081,0.547,0.629,2261,0.000334
0.244415,0.559,0.76,2262,0.000329
0.244744,0.502,0.805,2263,-0.000352
0.244392,0.54,0.694,2264,0.001025
0.245417,0.478,0.721,2265,0.000333
0.245750,0.448,0.802,2266,-0.000357
0.245393,0.577,0.796,2267,0.000334
0.245727,0.522,0.674,2268,0.000339
0.246066,0.467,0.773,2269,0.001020
0.247086,0.5,0.777,2270,0.000329
0.247415,0.44,0.729,2271,0.000334
0.247749,0.456,0.702,2272,0.000339
0.248088,0.725,0.789,2273,-0.000353
0.247735,0.658,0.719,2274,0.000330
0.248065,0.537,0.719,2275,0.000333
0.248398,0.533,0.744,2276,0.000339
0.248737,0.428,0.817,2277,0.001020
0.249757,0.337,0.844,2278,-0.000357
0.249400,0.299,0.863,2279,0.001020
0.250420,0.297,0.822,2280,-0.000348
0.250072,0.485,0.828,2281,0.000334
0.250406,0.469,0.755,2282,0.001016
0.251422,0.504,0.713,2283,-0.000353
0.251069,0.463,0.6,2284,0.000339
0.251408,0.481,0.623,2285,0.000334
0.251742,0.451,0.6,2286,0.000329
0.252071,0.425,0.645,2287,0.001020
0.253091,0.507,0.779,2288,-0.000348
0.252743,0.483,0.778,2289,0.000334
0.253077,0.464,0.73,2290,0.000329
0.253406,0.474,0.744,2291,0.001025
0.254431,0.452,0.746,2292,0.000334
0.254765,0.485,0.699,2293,-0.000352
0.254413,0.45,0.63,2294,0.000329
0.254742,0.424,0.699,2295,0.001025
0.255767,0.408,0.751,2296,0.000333
0.256100,0.419,0.635,2297,-0.000352
0.255748,0.364,0.754,2298,0.000330
0.256078,0.446,0.74,2299,0.000338
0.256416,0.388,0.736,2300,0.000338
0.256754,0.417,0.734,2301,0.000330
0.257084,0.346,0.742,2302,0.000333
0.257417,0.331,0.731,2303,0.000334
0.257751,0.412,0.724,2304,0.000339
0.258090,0.388,0.754,2305,0.000329
0.258419,0.38,0.655,2306,0.000334
0.258753,0.375,0.663,2307,0.000334
0.259087,0.392,0.673,2308,0.000338
0.259425,0.431,0.688,2309,0.000330
0.259755,0.395,0.637,2310,0.000333
0.260088,0.365,0.64,2311,0.000334
0.260422,0.357,0.631,2312,0.000339
0.260761,0.287,0.592,2313,0.000329
0.261090,0.293,0.608,2314,0.001016
0.262106,0.272,0.647,2315,0.000338
0.262444,0.286,0.56,2316,0.000338
0.262782,0.283,0.654,2317,0.000330
0.263112,0.274,0.676,2318,0.000329
0.263441,0.347,0.658,2319,0.000338
0.263779,0.321,0.493,2320,0.000334
0.264113,0.34,0.563,2321,0.000330
0.264443,0.319,0.535,2322,0.000334
0.264777,0.399,0.542,2323,0.000338
0.265115,0.308,0.58,2324,0.000334
0.265449,0.455,0.622,2325,0.000329
0.265778,0.377,0.552,2326,0.000334
0.266112,0.348,0.578,2327,0.000339
0.266451,0.297,0.509,2328,0.000333
0.266784,0.343,0.529,2329,0.000330
0.267114,0.384,0.55,2330,0.000334
0.267448,0.338,0.584,2331,0.000338
0.267786,0.33,0.607,2332,0.000334
0.268120,0.314,0.554,2333,0.000329
0.268449,0.329,0.571,2334,0.000334
0.268783,0.309,0.585,2335,0.000339
0.269122,0.322,0.555,2336,0.000333
0.269455,0.325,0.544,2337,0.000330
0.269785,0.373,0.614,2338,0.000334
0.270119,0.338,0.505,2339,0.000338
0.270457,0.348,0.461,2340,0.000334
0.270791,0.362,0.392,2341,0.000329
0.271120,0.272,0.452,2342,0.000334
0.271454,0.203,0.418,2343,0.000338
0.271792,0.288,0.642,2344,0.000334
0.272126,0.385,0.612,2345,0.000330
0.272456,0.302,0.559,2346,0.000334
0.272790,0.299,0.582,2347,0.000338
0.273128,0.339,0.577,2348,0.000334
0.273462,0.304,0.432,2349,0.000329
0.273791,0.24,0.391,2350,0.000334
0.274125,0.319,0.471,2351,0.000338
0.274463,0.275,0.454,2352,0.000334
0.274797,0.264,0.482,2353,0.000330
0.275127,0.296,0.437,2354,0.000334
0.275461,0.289,0.512,2355,0.000338
0.275799,0.311,0.544,2356,0.000329
0.276128,0.226,0.549,2357,0.000334
0.276462,0.237,0.513,2358,0.000338
0.276800,0.218,0.548,2359,0.000334
0.277134,0.202,0.476,2360,0.000334
0.277468,0.21,0.481,2361,0.000330
0.277798,0.222,0.463,2362,0.000338
0.278136,0.271,0.483,2363,0.000334
0.278470,0.261,0.44,2364,0.000329
0.278799,0.282,0.442,2365,0.000334
0.279133,0.283,0.459,2366,0.000339
0.279472,0.238,0.459,2367,-0.000353
0.279119,0.205,0.472,2368,0.000329
0.279448,0.239,0.553,2369,0.001021
0.280469,0.227,0.536,2370,-0.000348
0.280121,0.233,0.546,2371,0.001020
0.281141,0.284,0.52,2372,-0.000353
0.280788,0.261,0.533,2373,0.001016
0.281804,0.268,0.518,2374,0.000339
0.282143,0.25,0.487,2375,0.000333
0.282476,0.234,0.519,2376,-0.000352
0.282124,0.221,0.425,2377,0.001016
0.283140,0.153,0.419,2378,0.000338
0.283478,0.183,0.446,2379,-0.000348
0.283130,0.161,0.512,2380,0.000329
0.283459,0.182,0.478,2381,0.000334
0.283793,0.189,0.508,2382,0.001020
0.284813,0.166,0.453,2383,-0.000347
0.284466,0.201,0.434,2384,0.000329
0.284795,0.185,0.443,2385,0.000334
0.285129,0.188,0.506,2386,0.000334
0.285463,0.251,0.394,2387,0.000334
0.285797,0.227,0.564,2388,0.000334
0.286131,0.257,0.564,2389,0.000333
0.286464,0.214,0.414,2390,0.000334
0.286798,0.292,0.328,2391,0.000334
0.287132,0.242,0.365,2392,0.000329
0.287461,0.139,0.372,2393,0.000334
0.287795,0.11,0.386,2394,0.000339
0.288134,0.139,0.421,2395,0.000333
0.288467,0.093,0.405,2396,0.000330
0.288797,0.187,0.393,2397,0.000334
0.289131,0.214,0.401,2398,0.000338
0.289469,0.203,0.317,2399,0.000334
0.289803,0.187,0.333,2400,0.000329
0.290132,0.197,0.376,2401,0.001021
0.291153,0.178,0.432,2402,0.000338
0.291491,0.178,0.412,2403,0.000334
0.291825,0.169,0.489,2404,0.000329
0.292154,0.145,0.396,2405,0.000334
0.292488,0.133,0.374,2406,0.000338
0.292826,0.142,0.386,2407,0.000334
0.293160,0.196,0.393,2408,0.000330
0.293490,0.124,0.339,2409,0.000334
0.293824,0.123,0.369,2410,0.000338
0.294162,0.2,0.336,2411,0.000334
0.294496,0.088,0.315,2412,0.000329
0.294825,0.213,0.349,2413,0.000334
0.295159,0.211,0.298,2414,0.000338
0.295497,0.186,0.253,2415,0.000334
0.295831,0.174,0.352,2416,0.000330
0.296161,0.182,0.28,2417,0.000338
0.296499,0.24,0.346,2418,0.000334
0.296833,0.27,0.38,2419,0.000334
0.297167,0.217,0.393,2420,0.000329
0.297496,0.244,0.378,2421,0.000334
0.297830,0.104,0.405,2422,0.000338
0.298168,0.136,0.394,2423,0.000334
0.298502,0.096,0.308,2424,0.000330
0.298832,0.168,0.314,2425,0.000338
0.299170,0.133,0.33,2426,0.000334
0.299504,0.136,0.283,2427,0.000334
0.299838,0.148,0.28,2428,0.000329
0.300167,0.137,0.34,2429,0.000334
0.300501,0.098,0.317,2430,0.000338
0.300839,0.099,0.292,2431,0.000334
0.301173,0.102,0.225,2432,0.000330
0.301503,0.076,0.274,2433,0.000333
0.301836,0.151,0.279,2434,0.000339
0.302175,0.152,0.272,2435,0.000334
0.302509,0.118,0.273,2436,0.000329
0.302838,0.13,0.294,2437,0.000334
0.303172,0.124,0.285,2438,0.000338
0.303510,0.135,0.35,2439,0.000330
0.303840,0.113,0.364,2440,0.000334
0.304174,0.12,0.397,2441,0.000338
0.304512,0.096,0.328,2442,0.000334
0.304846,0.025,0.315,2443,0.000334
0.305180,-0.015,0.365,2444,0.000329
0.305509,0,0.326,2445,0.000338
0.305847,-0.019,0.344,2446,0.000334
0.306181,0.045,0.303,2447,0.000334
0.306515,0.019,0.398,2448,0.000330
0.306845,0.08,0.347,2449,0.000338
0.307183,0.12,0.339,2450,0.000334
0.307517,0.086,0.264,2451,0.000334
0.307851,0.07,0.271,2452,0.000329
0.308180,0.071,0.266,2453,0.000338
0.308518,0.142,0.266,2454,0.000339
0.308857,0.147,0.251,2455,0.000329
0.309186,0.085,0.282,2456,0.000334
0.309520,0.059,0.356,2457,0.000334
0.309854,0.08,0.356,2458,0.000338
0.310192,0.044,0.338,2459,-0.000357
0.309835,0.031,0.348,2460,0.001020
0.310855,0.053,0.273,2461,0.000334
0.311189,0.076,0.294,2462,0.000339
0.311528,0.078,0.311,2463,-0.000357
0.311171,0.074,0.221,2464,0.001016
0.312187,0.185,0.351,2465,0.000338
0.312525,0.033,0.292,2466,0.000334
0.312859,0.061,0.317,2467,0.000334
0.313193,0.048,0.343,2468,-0.000357
0.312836,0.017,0.328,2469,0.001024
0.313860,0.082,0.411,2470,-0.000352
0.313508,0.075,0.395,2471,0.000329
0.313837,0.063,0.421,2472,0.000334
0.314171,0.047,0.412,2473,0.000339
0.314510,0.077,0.407,2474,0.000333
0.314843,0.048,0.339,2475,0.000330
0.315173,0.102,0.28,2476,0.000334
0.315507,0.096,0.291,2477,0.000338
0.315845,0.092,0.287,2478,0.000334
0.316179,0.131,0.257,2479,0.000329
0.316508,0.134,0.292,2480,0.000334
0.316842,0.125,0.225,2481,0.000339
0.317181,0.051,0.296,2482,0.000333
0.317514,0.045,0.209,2483,0.000330
0.317844,-0.014,0.176,2484,0.000334
0.318178,0.056,0.192,2485,0.000338
0.318516,0.078,0.304,2486,0.001020
0.319536,0.017,0.293,2487,0.000330
0.319866,0.035,0.367,2488,0.000334
0.320200,0.07,0.349,2489,0.000338
0.320538,0.067,0.381,2490,0.000334
0.320872,0.092,0.358,2491,0.000329
0.321201,0.035,0.376,2492,0.000334
0.321535,0.043,0.321,2493,0.000338
0.321873,-0.01,0.399,2494,0.000334
0.322207,0.027,0.374,2495,0.000330
0.322537,0.106,0.401,2496,0.000333
0.322870,0.094,0.369,2497,0.000339
0.323209,0.123,0.348,2498,0.000334
0.323543,0.1,0.26,2499,0.000329
0.323872,0.023,0.214,2500,0.000334
0.324206,0.036,0.177,2501,0.000338
0.324544,0.037,0.196,2502,0.000334
0.324878,-0.017,0.237,2503,0.000330
0.325208,0.047,0.246,2504,0.000333
0.325541,-0.007,0.193,2505,0.000339
0.325880,0.049,0.258,2506,0.000334
0.326214,0.033,0.275,2507,0.000329
0.326543,-0.051,0.258,2508,0.000334
0.326877,-0.044,0.271,2509,0.000338
0.327215,-0.058,0.281,2510,0.000334
0.327549,-0.044,0.235,2511,0.000330
0.327879,-0.05,0.281,2512,0.000333
0.328212,-0.105,0.226,2513,0.000339
0.328551,-0.008,0.145,2514,0.000334
0.328885,-0.024,0.228,2515,0.000329
0.329214,-0.019,0.191,2516,0.000338
0.329552,0.017,0.207,2517,0.000334
0.329886,0.003,0.227,2518,0.000334
0.330220,0.016,0.214,2519,0.000329
0.330549,0.054,0.172,2520,0.000339
0.330888,0.02,0.158,2521,0.000338
0.331226,-0.042,0.151,2522,0.000330
0.331556,-0.044,0.146,2523,0.000333
0.331889,-0.079,0.126,2524,0.000334
0.332223,-0.083,0.153,2525,0.000339
0.332562,-0.092,0.215,2526,0.000329
0.332891,-0.087,0.131,2527,0.000334
0.333225,-0.084,0.27,2528,-0.000352
0.332873,-0.108,0.256,2529,0.001024
0.333897,0.026,0.223,2530,-0.000357
0.333540,-0.005,0.15,2531,0.001016
0.334556,0.014,0.235,2532,0.000338
0.334894,0.041,0.182,2533,-0.000348
0.334546,-0.013,0.251,2534,0.000330
0.334876,0.007,0.167,2535,0.000329
0.335205,0.003,0.263,2536,0.001025
0.336230,-0.012,0.212,2537,-0.000352
0.335878,0.049,0.212,2538,0.000333
0.336211,0.006,0.205,2539,0.000330
0.336541,0.003,0.17,2540,0.000338
0.336879,-0.017,0.196,2541,0.000334
0.337213,-0.106,0.151,2542,0.000334
0.337547,0.025,0.178,2543,0.000329
0.337876,0.014,0.201,2544,0.000339
0.338215,-0.07,0.177,2545,0.000333
